"MimosaID","InterviewDate","InterviewType","BusinessSuccess","BusinessProfitability","WouldMigrateAgain","SituationWithoutSupport","ReturningWasGoodDecision","SatisfiedWithReintegrationSupport","Country","CountryOfReturn","Gender","AgeGroup","MigrationDuration","Disabled","ReceivedSupportAs","BusinessType","BusinessMembers","ReceivedIOMBusinessAdvice","BusinessHasEmployees","EmployeeNumber","CoronaImpactOnBusiness","FirstChoice"
"LY1020004169","2021-06-11","Par téléphone","High","High","No","Pire","Oui","Satisfait","Ghana","Lybie","Masculin","14-35",2,"Non","En nature","Transport","Moi uniquement","Non","Non","0","Non","Oui"
"NE1019X067174","2021-06-16","Par téléphone","High","High","No","Pire","Oui","Satisfait","Ghana","Niger","Masculin","14-35",0,"Non","En nature","Elevage","Moi uniquement","Non","Non","0","Oui","Oui"
"NE1019X061385","2021-06-17","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Niger","Masculin","14-35",0,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"LY1020004285","2021-06-16","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",7,"Oui","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui"
"GH1020002277","2021-06-16","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36+",2,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui"
"LY1018004510","2021-06-11","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui"
"CH5018X008528","2021-06-14","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36+",4,"Non","En nature","Autre","Moi uniquement","Non","Autre","1+","Oui","Oui"
"CH5018X008527","2021-06-14","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",3,"Non","En nature","Autre","Moi et d'autres","Non","Non","0","Oui","Oui"
"CH5018X008529","2021-06-14","Terrain/bureau OIM","High","Low","No","Pire","Oui","Satisfait","Ghana","Lybie","Masculin","14-35",3,"Non","En nature","Autre","Moi et d'autres","Non","Non","0","Oui","Oui"
"CH5018X012784","2021-06-14","Terrain/bureau OIM","High","High","No","Pire","Oui","Satisfait","Ghana","Lybie","Masculin","14-35",4,"Non","En nature","Autre","Moi et d'autres","Non","Non","0","Oui","Oui"
"LY1018002863","2021-06-14","Terrain/bureau OIM","High","Low","Yes","Mieux","Oui","Satisfait","Ghana","Lybie","Masculin","14-35",3,"Non","En nature","Autre","Moi et d'autres","Non","Non","0","Oui","Oui"
"CH5018X008610","2021-06-14","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",3,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Non"
"LY1018002865","2021-06-14","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui"
"LY1020007467","2021-06-14","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36+",6,"Oui","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui"
"NE1019X059473","2021-06-14","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Niger","Masculin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Non"
"EG1020003511","2021-06-15","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Autre","Masculin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui"
"NE1019X071192X1","2021-06-21","Terrain/bureau OIM","High","Low","No","Pire","N/A (retour non volontaire)","Satisfait","Burkina Faso","Niger","Masculin","14-35",2,"Oui","En nature","Elevage","Moi uniquement","Non","Non","0","Non","Non"
NA,"2021-06-15","Terrain/bureau OIM","Low","High","No","Pire","Oui","Satisfait","Ghana","Autre","Masculin","14-35",3,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Non"
"NE1020X007032X1","2021-06-21","Terrain/bureau OIM","Low","Low","No","Identique","N/A (retour non volontaire)","Satisfait","Burkina Faso","Niger","Masculin","14-35",3,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"LY1020007716","2021-06-15","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Féminin","36+",2,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui"
NA,"2021-06-15","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",3,"Non","En nature","Elevage","Moi uniquement","Non","Non","0","Oui","Oui"
"DZ1020002666","2021-06-16","Terrain/bureau OIM","High","High","No","Mieux","Oui","Très satisfait","Ghana","Algerie","Masculin","14-35",2,"Non","En nature","Transport","Moi uniquement","Non","Non","0","Oui","Oui"
"NE1019X069873X1","2021-06-21","Terrain/bureau OIM","High","High","No","Pire","N/A (retour non volontaire)","Très satisfait","Burkina Faso","Niger","Masculin","14-35",3,"Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Oui"
"MA1017CCFD17328EA8","2021-06-21","Terrain/bureau OIM","Low","Low","No","Pire","N/A (retour non volontaire)","OK","Burkina Faso","Autre","Masculin","14-35",4,"Non","En nature","Commerce","Moi uniquement","Non","Autre","1","Non","Non"
"LY1020006064","2021-06-16","Terrain/bureau OIM","High","High","No","Mieux","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",2,"Non","En nature","Elevage","Moi uniquement","Non","Non","0","Oui","Oui"
"LY1020004331","2021-06-16","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",2,"Non","En nature","Transport","Moi uniquement","Non","Non","0","Oui","Oui"
"LY1020004565","2021-06-16","Terrain/bureau OIM","High","High","No","Mieux","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",2,"Non","En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui"
"DZ102076F751B72C35","2021-06-21","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Burkina Faso","Algerie","Masculin","14-35",5,"Non","En nature","Elevage","Moi uniquement","Non","Non","0","Non","Oui"
"NE1019X078467X1","2021-06-21","Terrain/bureau OIM","High","High","No","Pire","Oui","Pas du tout satisfait","Burkina Faso","Niger","Masculin","14-35",0,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Non"
"CH5018X008567","2021-06-21","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36+",0,"Non","En nature","Commerce","Moi et d'autres","Non","Non","0","Oui","Oui"
"CH5017X032490","2021-06-21","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36+",0,"Non","En nature","Commerce","Moi et d'autres","Non","Non","0","Oui","Oui"
NA,"2021-06-21","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",0,"Non","En nature","Commerce","Moi et d'autres","Non","Non","0","Oui","Oui"
NA,"2021-06-21","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",1,"Non","En nature","Commerce","Moi et d'autres","Non","Non","0","Oui","Oui"
"LY1018004014","2021-06-16","Terrain/bureau OIM","High","High","No","Pire","Oui","Satisfait","Ghana","Lybie","Masculin","14-35",2,"Non","En nature","Autre","Moi uniquement","Non","Autre","1","Non","Non"
"CH5017X019522","2021-06-16","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",3,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui"
"LY1020004605","2021-06-17","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36+",2,"Oui","En nature","Commerce","Moi uniquement","Non","Autre","1","Oui","Oui"
"LY1020004765","2021-06-17","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",1,"Non","En nature","Transport","Moi uniquement","Non","Non","0","Oui","Oui"
"LY1017002312","2021-06-17","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Satisfait","Ghana","Lybie","Masculin","14-35",2,"Non","En nature","Autre","Moi uniquement","Non","Non","0","Oui","Oui"
"CH5018X008552","2021-06-17","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",1,"Non","En nature","Autre","Moi uniquement","Non","Autre","1","Oui","Oui"
"NE1020X007670","2021-06-17","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Niger","Masculin","36+",2,"Non","En nature","Autre","Moi uniquement","Oui","Autre","1","Oui","Oui"
"NE1019X061391","2021-06-18","Terrain/bureau OIM","High","High","Yes","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",1,"Non","En nature","Transport","Moi uniquement","Non","Non","0","Oui","Oui"
"NE1020X012500","2021-06-18","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Niger","Masculin","14-35",2,"Non","En nature","Autre","Moi uniquement","Non","Non","0","Oui","Oui"
"GH1019E81466306CA3","2021-06-22","Terrain/bureau OIM","High","Low","No","Identique","Non","Très satisfait","Burkina Faso","Autre","Masculin","14-35",0,"Non","En nature","Elevage","Moi uniquement","Non","Non","0","Non","Oui"
"NE1019X075443X1","2021-06-22","Terrain/bureau OIM","Low","Low","No","Identique","N/A (retour non volontaire)","Satisfait","Burkina Faso","Niger","Masculin","14-35",0,"Non","En nature","Commerce","Moi uniquement","Non","Autre","0","Non","Non"
"CH5018X035894X1","2021-06-22","Terrain/bureau OIM","Low","Low","No","Mieux","Oui","Satisfait","Burkina Faso","Lybie","Masculin","36+",5,"Non","En espèces","Agriculture/aviculture","Moi uniquement","Oui","Autre","0","Non","Oui"
"NE1019X060819X1","2021-06-22","Terrain/bureau OIM","Low","Low","No","Pire","N/A (retour non volontaire)","OK","Burkina Faso","Niger","Masculin","14-35",3,"Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Autre","0","Non","Oui"
"NE1019X069878X1","2021-06-22","Terrain/bureau OIM","High","Low","No","Identique","N/A (retour non volontaire)","Très satisfait","Burkina Faso","Niger","Masculin","14-35",2,"Non","En nature","Elevage","Moi uniquement","Non","Non","0","Non","Non"
"NE1019X024609X1","2021-06-22","Terrain/bureau OIM","Low","Low","No","Identique","N/A (retour non volontaire)","OK","Burkina Faso","Niger","Masculin","14-35",2,"Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Autre","0","Non","Oui"
"NE1019X027868","2021-06-17","Par téléphone","High","Low","No","Pire","Oui","Satisfait","Ghana","Niger","Masculin","14-35",5,"Non","En nature","Autre","Moi et d'autres","Non","Non","0","Oui","Oui"
"NE1020X001303X1","2021-06-23","Terrain/bureau OIM","Low","Low","No","Mieux","N/A (retour non volontaire)","Satisfait","Burkina Faso","Niger","Masculin","14-35",0,"Non","En nature","Commerce","Moi uniquement","Non","Autre","0","Non","Non"
"NE1019X023807","2021-06-22","Par téléphone","High","Low","No","Ne sait pas","Oui","Satisfait","Ghana","Niger","Masculin","14-35",1,"Non","En nature","Autre","Moi et d'autres","Non","Non","0","Oui","Oui"
"NE1019X032564X1","2021-06-23","Terrain/bureau OIM","Low","Low","No","Identique","N/A (retour non volontaire)","Satisfait","Burkina Faso","Niger","Masculin","14-35",2,"Non","En nature","Elevage","Moi uniquement","Non","Non","0","Non","Oui"
"NE1019X027876","2021-06-23","Par téléphone","High","High","No","Pire","Oui","Satisfait","Ghana","Niger","Masculin","14-35",1,"Non","En nature","Autre","Moi et d'autres","Non","Non","0","Oui","Oui"
"NE1019X023844","2021-06-23","Par téléphone","High","High","No","Pire","Oui","Satisfait","Ghana","Niger","Masculin","36+",1,"Non","En nature","Autre","Moi et d'autres","Non","Non","0","Oui","Oui"
"NE1019X073840X1","2021-06-23","Terrain/bureau OIM","Low","Low","No","Mieux","N/A (retour non volontaire)","Très satisfait","Burkina Faso","Niger","Masculin","14-35",2,"Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Autre","0","Non","Oui"
"NE1019X000245X1","2021-06-23","Terrain/bureau OIM","Low","Low","No","Identique","N/A (retour non volontaire)","Satisfait","Burkina Faso","Niger","Masculin","14-35",3,"Non","En nature","Commerce","Moi uniquement","Oui","Autre","0","Non","Oui"
"CH5017X022832X1","2021-06-23","Terrain/bureau OIM","Low","High","No","Identique","Oui","Satisfait","Burkina Faso","Lybie","Masculin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui"
"LY1020004752","2021-06-23","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36+",3,"Oui","En nature","Commerce","Moi uniquement","Non","Autre","1","Oui","Oui"
"NE1019X021995X1","2021-06-23","Terrain/bureau OIM","Low","Low","No","Pire","N/A (retour non volontaire)","OK","Burkina Faso","Niger","Masculin","14-35",3,"Non","En nature","Autre","Moi uniquement","Oui","Non","0","Non","Oui"
"CH5018X035880X1","2021-06-24","Terrain/bureau OIM","High","High","No","Mieux","Oui","Très satisfait","Burkina Faso","Lybie","Masculin","14-35",8,"Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Non","Oui"
NA,"2021-06-17","Par téléphone","High","High","No","Mieux","Oui","Satisfait","Ghana","Lybie","Masculin","14-35",4,"Non","En nature","Elevage","Moi uniquement","Non","Non","0","Oui","Oui"
"NE1019X071190X1","2021-06-24","Terrain/bureau OIM","High","Low","No","Pire","Non","Satisfait","Burkina Faso","Niger","Masculin","14-35",3,"Non","En nature","Elevage","Moi uniquement","Non","Non","0","Non","Oui"
"NE1019X064892X1","2021-06-24","Terrain/bureau OIM","High","Low","No","Mieux","N/A (retour non volontaire)","Satisfait","Burkina Faso","Niger","Masculin","14-35",1,"Non","Mixte","Elevage","Moi uniquement","Non","Non","0","Non","Non"
"LY1018F92F112AC83D","2021-06-24","Terrain/bureau OIM","Low","Low","No","Mieux","Oui","Pas satisfait","Burkina Faso","Lybie","Masculin","14-35",4,"Non","Mixte","Commerce","Moi uniquement","Non","Non","0","Oui","Non"
"NE1020X000106X1","2021-06-24","Terrain/bureau OIM","Low","Low","No","Mieux","N/A (retour non volontaire)","OK","Burkina Faso","Niger","Masculin","14-35",3,"Non","Mixte","Commerce","Moi uniquement","Non","Non","0","Non","Non"
"NE1019X068425X1","2021-06-25","Terrain/bureau OIM","Low","Low","No","Identique","N/A (retour non volontaire)","OK","Burkina Faso","Niger","Masculin","14-35",1,"Non","Mixte","Elevage","Moi uniquement","Non","Non","0","Non","Non"
"CH5019X032124X1","2021-06-25","Terrain/bureau OIM","Low","Low","Yes","Mieux","N/A (retour non volontaire)","Pas satisfait","Burkina Faso","Lybie","Masculin","36+",3,"Non","Mixte","Elevage","Moi uniquement","Non","Non","0","Non","Non"
"LY1020004196","2021-06-25","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Féminin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui"
"LY1019A41C81D66F41","2021-06-25","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Burkina Faso","Lybie","Masculin","14-35",5,"Non","Mixte","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Oui"
"NE1019X061875X","2021-06-28","Terrain/bureau OIM","Low","Low","No","Mieux","N/A (retour non volontaire)","Très satisfait","Burkina Faso","Niger","Masculin","14-35",1,"Non","Mixte","Elevage","Moi uniquement","Non","Non","0","Non","Oui"
"NE1019X075447X","2021-06-28","Terrain/bureau OIM","High","Low","No","Pire","N/A (retour non volontaire)","Très satisfait","Burkina Faso","Niger","Masculin","14-35",0,"Non","Mixte","Elevage","Moi uniquement","Non","Non","0","Non","Oui"
"NE1020X016486X","2021-06-28","Terrain/bureau OIM","High","High","No","Mieux","N/A (retour non volontaire)","Satisfait","Burkina Faso","Niger","Masculin","14-35",0,"Non","Mixte","Commerce","Moi uniquement","Non","Non","0","Oui","Oui"
"NE1019X060814X","2021-06-28","Terrain/bureau OIM","High","Low","No","Mieux","N/A (retour non volontaire)","Très satisfait","Burkina Faso","Niger","Masculin","14-35",7,"Non","Mixte","Autre","Moi uniquement","Non","Non","0","Non","Oui"
"CH5017X037526X","2021-06-28","Terrain/bureau OIM","High","Low","No","Mieux","Oui","Satisfait","Burkina Faso","Lybie","Masculin","14-35",3,"Non","Mixte","Commerce","Moi uniquement","Oui","Non","0","Non","Non"
"CH5017X017590X1","2021-06-29","Terrain/bureau OIM","High","Low","No","Pire","Oui","OK","Burkina Faso","Lybie","Masculin","36+",3,"Non","Mixte","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Non"
"NE1021X001196X","2021-06-29","Terrain/bureau OIM","Low","Low","No","Identique","N/A (retour non volontaire)","OK","Burkina Faso","Niger","Masculin","14-35",0,"Non","Mixte","Commerce","Moi uniquement","Oui","Autre","1","Oui","Non"
"NE1019X059611X1","2021-06-29","Terrain/bureau OIM","High","High","No","Mieux","N/A (retour non volontaire)","Satisfait","Burkina Faso","Niger","Masculin","14-35",0,"Non","Mixte","Autre","Moi uniquement","Non","Non","0","Non","Oui"
"NE1019X071196X1","2021-06-29","Terrain/bureau OIM","Low","Low","No","Identique","N/A (retour non volontaire)","Satisfait","Burkina Faso","Niger","Masculin","14-35",0,"Non","Mixte","Autre","Moi uniquement","Non","Autre","0","Non","Non"
"CH5017X026679X1","2021-06-29","Terrain/bureau OIM","High","High","No","Identique","Oui","Satisfait","Burkina Faso","Lybie","Masculin","14-35",2,"Non","Mixte","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"CH5019X03219X","2021-06-30","Terrain/bureau OIM","High","Low","No","Mieux","Oui","Satisfait","Burkina Faso","Lybie","Masculin","14-35",4,"Non","Mixte","Elevage","Moi uniquement","Non","Non","0","Non","Oui"
"CH5018X035882X","2021-06-23","Terrain/bureau OIM","High","Low","No","Pire","Oui","OK","Burkina Faso","Lybie","Masculin","14-35",4,"Non","Mixte","Elevage","Moi uniquement","Non","Non","0","Non","Oui"
"CH5017X037497X1","2021-06-30","Terrain/bureau OIM","High","Low","No","Mieux","Oui","Satisfait","Burkina Faso","Lybie","Masculin","14-35",2,"Non","Mixte","Elevage","Moi uniquement","Non","Non","0","Non","Oui"
"NE1019X019525X1","2021-06-30","Terrain/bureau OIM","High","Low","No","Pire","N/A (retour non volontaire)","Très satisfait","Burkina Faso","Niger","Masculin","14-35",3,"Non","Mixte","Elevage","Moi uniquement","Non","Non","0","Non","Oui"
"CH5017X037542X1","2021-06-30","Terrain/bureau OIM","High","Low","No","Pire","Oui","Satisfait","Burkina Faso","Lybie","Masculin","14-35",3,"Non","Mixte","Elevage","Moi uniquement","Non","Non","0","Non","Oui"
