"","Code Mimosa Corrigé","1_economic","2_food","3_borrow","4_borrow_freq","5_debt_ratio","6_employment","7_working","8_assets","9_searching_job","10_housing","11_housing_qual","12_education","13_school","14_justice","15_id","16_documentation","17_water","18_health","19_health_qual","21_socialize","22_network","23_community","24_safety","25_family_conflict","26_discrimination","27_distress","28_psy_support","1_economic_n","2_food_n","3_borrow_n","4_borrow_freq_n","5_debt_ratio_n","6_employment_n","7_working_n","8_assets_n","9_searching_job_n","10_housing_n","11_housing_qual_n","12_education_n","13_school_n","14_justice_n","15_id_n","16_documentation_n","17_water_n","18_health_n","19_health_qual_n","20_services_construct_n","21_socialize_n","22_network_n","23_community_n","24_safety_n","25_family_conflict_n","26_discrimination_n","27_distress_n","28_psy_support_n","1_economic_dim_weight","1_economic_comp_weight","2_food_dim_weight","2_food_comp_weight","3_borrow_dim_weight","3_borrow_comp_weight","4_borrow_freq_dim_weight","4_borrow_freq_comp_weight","5_debt_ratio_dim_weight","5_debt_ratio_comp_weight","6_employment_dim_weight","6_employment_comp_weight","7_working_dim_weight","7_working_comp_weight","8_assets_dim_weight","8_assets_comp_weight","9_searching_job_dim_weight","9_searching_job_comp_weight","10_housing_dim_weight","10_housing_comp_weight","11_housing_qual_dim_weight","11_housing_qual_comp_weight","12_education_dim_weight","12_education_comp_weight","13_school_dim_weight","13_school_comp_weight","14_justice_dim_weight","14_justice_comp_weight","15_id_dim_weight","15_id_comp_weight","16_documentation_dim_weight","16_documentation_comp_weight","17_water_dim_weight","17_water_comp_weight","18_health_dim_weight","18_health_comp_weight","19_health_qual_dim_weight","19_health_qual_comp_weight","20_services_construct_dim_weight","20_services_construct_comp_weight","21_socialize_dim_weight","21_socialize_comp_weight","22_network_dim_weight","22_network_comp_weight","23_community_dim_weight","23_community_comp_weight","24_safety_dim_weight","24_safety_comp_weight","25_family_conflict_dim_weight","25_family_conflict_comp_weight","26_discrimination_dim_weight","26_discrimination_comp_weight","27_distress_dim_weight","27_distress_comp_weight","28_psy_support_dim_weight","28_psy_support_comp_weight","1_economic_dim_score","1_economic_comp_score","2_food_dim_score","2_food_comp_score","3_borrow_dim_score","3_borrow_comp_score","4_borrow_freq_dim_score","4_borrow_freq_comp_score","5_debt_ratio_dim_score","5_debt_ratio_comp_score","6_employment_dim_score","6_employment_comp_score","7_working_dim_score","7_working_comp_score","8_assets_dim_score","8_assets_comp_score","9_searching_job_dim_score","9_searching_job_comp_score","10_housing_dim_score","10_housing_comp_score","11_housing_qual_dim_score","11_housing_qual_comp_score","12_education_dim_score","12_education_comp_score","13_school_dim_score","13_school_comp_score","14_justice_dim_score","14_justice_comp_score","15_id_dim_score","15_id_comp_score","16_documentation_dim_score","16_documentation_comp_score","17_water_dim_score","17_water_comp_score","18_health_dim_score","18_health_comp_score","19_health_qual_dim_score","19_health_qual_comp_score","20_services_construct_dim_score","20_services_construct_comp_score","21_socialize_dim_score","21_socialize_comp_score","22_network_dim_score","22_network_comp_score","23_community_dim_score","23_community_comp_score","24_safety_dim_score","24_safety_comp_score","25_family_conflict_dim_score","25_family_conflict_comp_score","26_discrimination_dim_score","26_discrimination_comp_score","27_distress_dim_score","27_distress_comp_score","28_psy_support_dim_score","28_psy_support_comp_score","EconomicScore","SocialScore"
"306","LY1021002758","Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Acceptable","Non","Bétails Actifs reçus de l'OIM","Oui","Acceptable","Acceptable","Bien","Non","Acceptable","Oui","Très bien","Bien","Bien","Bien","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Tres bon - un très fort réseau","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Rarement( Une fois le mois ou pas tous les mois)","Jamais discriminé","Souvent( au moins une fois la semaine)","Non",0.75,0.75,1,0.75,1,0.5,0,1,0,0.5,0.5,0.75,0,0.5,1,1,0.75,0.75,0.75,0.708333333333333,1,1,1,1,0.75,1,0.25,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0.09,0.06,0.08,0.02,0.075,0.015,0.08,0.04,0.065,0.015,0,0,0.11,0.03,0,0,0.05,0.015,0.06,0.015,0.0825,0.0225,0,0,0.06,0.02,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.0566666666666667,0.0283333333333333,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.09,0.0075,0.11,0,0.025,0.01,0.1,0.03,0.6125,0.621666666666667
"307","Ly1021008536","Satisafait","Des fois ( 2 ou 3 fois le mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Je souhaite ne pas répondre","Faible","Non","Bétails Actifs reçus de l'OIM","Oui","Acceptable","Acceptable","Acceptable",NA,"Acceptable","Oui","Acceptable","Bien","Bien","Bien","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Tres bon - un très fort réseau","je suis un peu d'accord","Je me sens très en danger tout le temps","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Rarement discriminé( C'est arrivé une fois)","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Non",0.75,0.5,1,0.75,0.5,0.25,0,1,0,0.5,0.5,0.5,0.5,0.5,1,0.5,0.75,0.75,0.75,0.583333333333333,1,1,0.75,0,0,0.75,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0.06,0.04,0.08,0.02,0.075,0.015,0.04,0.02,0.0325,0.0075,0,0,0.11,0.03,0,0,0.05,0.015,0.06,0.015,0.055,0.015,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.0466666666666667,0.0233333333333333,0.12,0.04,0.05,0.03,0.1125,0.03,0,0,0,0,0.0825,0,0,0,0.1,0.03,0.51,0.619166666666667
"308","LY1021002760","Satisafait","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Oui","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Les dépenses sont plus importantes","Acceptable","Non","Terre Bétails Actifs reçus de l'OIM","Non","Acceptable","Bien","Bien","Oui","Bien","Oui","Bien","Bien","Bien","Bien","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Bien","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Rarement discriminé( C'est arrivé une fois)","Jamais","Non",0.75,0,1,0,1,0.5,0,1,1,0.5,0.75,0.75,1,0.75,1,0.75,0.75,0.75,0.75,0.708333333333333,1,0.75,1,1,1,0.75,1,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0,0,0.08,0.02,0,0,0.08,0.04,0.065,0.015,0,0,0.11,0.03,0.13,0.03,0.05,0.015,0.09,0.0225,0.0825,0.0225,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.0566666666666667,0.0283333333333333,0.12,0.04,0.0375,0.0225,0.15,0.04,0.1,0.05,0.12,0.01,0.0825,0,0.1,0.04,0.1,0.03,0.5775,0.751666666666667
"309","LY1021004045","Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Oui","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Les dépenses sont plus importantes","Bien","Oui","Bétails Actifs reçus de l'OIM","Oui","Bien","Bien","Bien","Oui","Bien","Oui","Très bien","Acceptable","Bien","Bien","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Très mauvais - un réseau très faible","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Rarement discriminé( C'est arrivé une fois)","Jamais","Non",0.75,0.75,1,0,1,0.75,1,1,0,0.75,0.75,0.75,1,0.75,1,1,0.5,0.75,0.75,0.75,1,0,1,1,1,0.75,1,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0.09,0.06,0.08,0.02,0,0,0.08,0.04,0.0975,0.0225,0.1,0.03,0.11,0.03,0,0,0.075,0.0225,0.09,0.0225,0.0825,0.0225,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.06,0.03,0.12,0.04,0,0,0.15,0.04,0.1,0.05,0.12,0.01,0.0825,0,0.1,0.04,0.1,0.03,0.67,0.78
"310","LY1021008509","Satisafait","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Non","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Faible","Oui","Bétails Actifs reçus de l'OIM Autre (veuillez préciser)","Oui","Faible","Acceptable","Bien","Oui","Bien","Oui","Bien","Bien","Bien","Bien","Rarement( Une fois le mois ou pas tous les mois)","Bien","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Jamais","Non",0.75,0,0,0.75,1,0.25,1,1,0,0.25,0.5,0.75,1,0.75,1,0.75,0.75,0.75,0.75,0.666666666666667,0.25,0.75,1,1,1,1,1,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0,0,0,0,0.075,0.015,0.08,0.04,0.0325,0.0075,0.1,0.03,0.11,0.03,0,0,0.025,0.0075,0.06,0.015,0.0825,0.0225,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.0533333333333333,0.0266666666666667,0.03,0.01,0.0375,0.0225,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.51,0.693333333333333
"311","LY1021011066","Satisafait","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Non","Jamais","Les dépenses sont plus importantes","Acceptable","Non","Bétails Actifs reçus de l'OIM","Non","Faible","Acceptable","Bien","Oui","Bien","Oui","Bien","Acceptable","Bien","Bien","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Bien","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Jamais discriminé","Jamais","Non",0.75,0,0,1,1,0.5,0,1,1,0.25,0.5,0.75,1,0.75,1,0.75,0.5,0.75,0.75,0.625,1,0.75,1,1,0,1,1,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0,0,0,0,0.1,0.02,0.08,0.04,0.065,0.015,0,0,0.11,0.03,0.13,0.03,0.025,0.0075,0.06,0.015,0.0825,0.0225,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.05,0.025,0.12,0.04,0.0375,0.0225,0.15,0.04,0.1,0.05,0,0,0.11,0,0.1,0.04,0.1,0.03,0.5975,0.69
"312","CH1022X008609X1","Neutre","Souvent( au moins une fois la semaine)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Faible","Oui","Aucun actif détenu","Oui","Faible","Faible","Acceptable","Oui","Acceptable","Oui","Acceptable","Acceptable","Acceptable","Acceptable","Souvent( au moins une fois la semaine)","Bien","je suis un peu d'accord","Je me sens en sécurité la plupart du temps","Rarement( Une fois le mois ou pas tous les mois)","Jamais discriminé","Rarement( Une fois le mois ou pas tous les mois)","Non",0.5,0.25,1,0.75,1,0.25,1,0,0,0.25,0.25,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.458333333333333,0.75,0.75,0.75,0.75,0.75,1,0.75,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.075,0.025,0.03,0.02,0.08,0.02,0.075,0.015,0.08,0.04,0.0325,0.0075,0.1,0.03,0,0,0,0,0.025,0.0075,0.03,0.0075,0.055,0.015,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.0366666666666667,0.0183333333333333,0.09,0.03,0.0375,0.0225,0.1125,0.03,0.075,0.0375,0.09,0.0075,0.11,0,0.075,0.03,0.1,0.03,0.4725,0.501666666666667
"313","LY1022940F466C8590","Satisafait","Jamais","Oui","Rarement( Une fois le mois ou pas tous les mois)","La dette est plus grande","Bien","Oui","Bétails Actifs reçus de l'OIM","Oui","Acceptable","Bien","Acceptable","Oui","Très bien","Oui","Très bien","Bien","Bien","Bien","Des fois ( 2 ou 3 fois le mois)","Correct","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens en sécurité la plupart du temps","Jamais","Jamais discriminé","Souvent( au moins une fois la semaine)","Non",0.75,1,1,0.75,0,0.75,1,1,0,0.5,0.75,0.5,1,1,1,1,0.75,0.75,0.75,0.75,0.5,0.5,1,0.75,1,1,0.25,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0.12,0.08,0.08,0.02,0.075,0.015,0,0,0.0975,0.0225,0.1,0.03,0.11,0.03,0,0,0.05,0.015,0.09,0.0225,0.055,0.015,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.06,0.03,0.06,0.02,0.025,0.015,0.15,0.04,0.075,0.0375,0.12,0.01,0.11,0,0.025,0.01,0.1,0.03,0.695,0.7575
"314","LY10225FACFB649CAD","Satisafait","Des fois ( 2 ou 3 fois le mois)","Oui","Des fois ( 2 ou 3 fois le mois)","La dette est plus grande","Bien","Non","Actifs reçus de l'OIM","Oui","Acceptable","Bien","Bien","Oui","Bien","Non","Bien","Bien","Très bien","Bien","Des fois ( 2 ou 3 fois le mois)","Bien","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Souvent( au moins une fois la semaine)","Non",0.75,0.5,1,0.5,0,0.75,0,1,0,0.5,0.75,0.75,1,0.75,0,0.75,0.75,1,0.75,0.75,0.5,0.75,1,1,1,1,0.25,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0.06,0.04,0.08,0.02,0.05,0.01,0,0,0.0975,0.0225,0,0,0.11,0.03,0,0,0.05,0.015,0.09,0.0225,0.0825,0.0225,0.07,0.02,0.09,0.03,0,0,0,0,0,0,0.2,0.06,0.1125,0.0225,0.06,0.03,0.06,0.02,0.0375,0.0225,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.025,0.01,0.1,0.03,0.51,0.755
"315","Ly1022002550","Satisafait","Souvent( au moins une fois la semaine)","Oui","Très souvent ( plusieurs fois dans la semaine/chaque jours)","La dette est plus grande","Bien","Oui","Actifs reçus de l'OIM","Oui","Acceptable","Faible","Bien",NA,"Bien","Oui","Bien","Acceptable","Acceptable","Bien","Des fois ( 2 ou 3 fois le mois)","Bien","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Rarement( Une fois le mois ou pas tous les mois)","Non",0.75,0.25,1,0,0,0.75,1,1,0,0.5,0.25,0.75,0.5,0.75,1,0.75,0.5,0.5,0.75,0.625,0.5,0.75,1,1,1,1,0.75,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0.03,0.02,0.08,0.02,0,0,0,0,0.0975,0.0225,0.1,0.03,0.11,0.03,0,0,0.05,0.015,0.03,0.0075,0.0825,0.0225,0.035,0.01,0.09,0.03,0.05,0.05,0,0,0,0,0.1,0.03,0.1125,0.0225,0.05,0.025,0.06,0.02,0.0375,0.0225,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.075,0.03,0.1,0.03,0.53,0.6
"316","LY1022002128","Satisafait","Jamais","Oui","Jamais","Les dépenses sont plus importantes","Acceptable","Oui","Actifs reçus de l'OIM","Non","Acceptable","Faible","Bien","Oui","Bien","Oui","Bien","Acceptable","Bien","Acceptable","Des fois ( 2 ou 3 fois le mois)","Je ne sais pas","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Jamais","Non",0.75,1,1,1,1,0.5,1,1,1,0.5,0.25,0.75,1,0.75,1,0.75,0.5,0.75,0.5,0.666666666666667,0.5,0.5,1,1,1,1,1,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.065,0.015,0.1,0.03,0.11,0.03,0.13,0.03,0.05,0.015,0.03,0.0075,0.0825,0.0225,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.15,0.045,0.075,0.015,0.0533333333333333,0.0266666666666667,0.06,0.02,0.025,0.015,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.8975,0.650833333333333
"317","CH5021X012279","Satisafait","Jamais","Oui","Jamais","Les dépenses sont plus importantes","Acceptable","Oui","Actifs reçus de l'OIM","Oui","Bien","Bien","Bien","Oui","Bien","Oui","Bien","Bien","Bien","Acceptable","Souvent( au moins une fois la semaine)","Je ne sais pas","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Jamais","Non",0.75,1,1,1,1,0.5,1,1,0,0.75,0.75,0.75,1,0.75,1,0.75,0.75,0.75,0.5,0.75,0.75,0.5,1,1,1,1,1,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.065,0.015,0.1,0.03,0.11,0.03,0,0,0.075,0.0225,0.09,0.0225,0.0825,0.0225,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.15,0.045,0.075,0.015,0.06,0.03,0.09,0.03,0.025,0.015,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.7675,0.7425
"318","LY10022001879","Satisafait","Jamais","Oui","Jamais","Les dépenses sont plus importantes","Faible","Oui","Actifs reçus de l'OIM","Non","Bien","Bien","Bien","Oui","Bien","Oui","Bien","Bien","Bien","Acceptable","Souvent( au moins une fois la semaine)","Je ne sais pas","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Jamais","Non",0.75,1,1,1,1,0.25,1,1,1,0.75,0.75,0.75,1,0.75,1,0.75,0.75,0.75,0.5,0.75,0.75,0.5,1,1,1,1,1,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.0325,0.0075,0.1,0.03,0.11,0.03,0.13,0.03,0.075,0.0225,0.09,0.0225,0.0825,0.0225,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.15,0.045,0.075,0.015,0.06,0.03,0.09,0.03,0.025,0.015,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.865,0.7425
"319","LY1021006098","Satisafait","Jamais","Oui","Jamais","Les dépenses sont plus importantes","Acceptable","Oui","Actifs reçus de l'OIM","Non","Bien","Bien","Bien","Oui","Bien","Oui","Bien","Bien","Bien","Acceptable","Des fois ( 2 ou 3 fois le mois)","Je ne sais pas","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Jamais","Non",0.75,1,1,1,1,0.5,1,1,1,0.75,0.75,0.75,1,0.75,1,0.75,0.75,0.75,0.5,0.75,0.5,0.5,1,1,1,1,1,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.065,0.015,0.1,0.03,0.11,0.03,0.13,0.03,0.075,0.0225,0.09,0.0225,0.0825,0.0225,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.15,0.045,0.075,0.015,0.06,0.03,0.06,0.02,0.025,0.015,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.8975,0.7425
"320","LY1021002499","Satisafait","Jamais","Oui","Jamais","Les dépenses sont plus importantes","Faible","Oui","Actifs reçus de l'OIM","Non","Acceptable","Acceptable","Acceptable","Non","Bien","Oui","Bien","Faible","Bien","Acceptable","Des fois ( 2 ou 3 fois le mois)","Je ne sais pas","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Jamais","Non",0.75,1,1,1,1,0.25,1,1,1,0.5,0.5,0.5,0,0.75,1,0.75,0.25,0.75,0.5,0.583333333333333,0.5,0.5,1,1,1,1,1,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.0325,0.0075,0.1,0.03,0.11,0.03,0.13,0.03,0.05,0.015,0.06,0.015,0.055,0.015,0,0,0.09,0.03,0.05,0.05,0,0,0,0,0.15,0.045,0.075,0.015,0.0466666666666667,0.0233333333333333,0.06,0.02,0.025,0.015,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.865,0.576666666666667
