"ID","EconomicScore","SocialScore","PsychoSocialScore","CompositeScore","migration_duration","TrainingDuration","MBSupportDuration","MBAssistanceDuration","sex","age","return_country","origin_country","FinancialServices","Training","SocialSupport","MaterialAssistance","MedicalSupport","PsychosocialSupport","MicrobusinessFormOfAssistance"
"ML1022001574",0.7025,0.5566666666666666,0.73,0.6658333333333335,1,0,205,174.5,"Homme",31,"Niger","Autre","No","No","No","No","No","No","KND"
"MR1020001517",0.85,0.7775000000000001,0.9749999999999999,0.8850000000000003,11,0,119,230,"Homme",70,"Autre","Autre","No","No","No","No","Yes","Yes","KND"
"MR1021001685",0.4475,0.5141666666666667,0.7675000000000001,0.5708333333333334,4,0,115,177,"Homme",26,"Autre","Autre","No","No","Yes","Yes","No","Yes","CAS"
"MR1021001911",0.815,0.7191666666666667,0.9375,0.8408333333333334,2,0,134,286,"Homme",24,"Autre","Autre","Yes","No","No","No","No","Yes","KND"
"MR10212880658CB49A",0.59,0.6316666666666666,0.78,0.6858333333333333,0,0,135,214,"Homme",78,"Autre","Autre","Yes","No","No","No","No","No","KND"
"MR1021C2C80E11342F",0.26,0.44583333333333336,0.07750000000000001,0.2791666666666667,15,0,295,13,"Femme",62,"Autre","Autre","Yes","No","No","No","No","No","KND"
"MR1022001004",0.7025,0.6508333333333333,0.6,0.6966666666666668,4,0,124,159,"Femme",31,"Algérie","Autre","No","No","No","No","No","Yes","CAS"
"MR1022001096",0.84,0.8083333333333335,0.925,0.8791666666666668,3,0,57,271,"Homme",29,"Autre","Autre","Yes","No","No","No","No","No","KND"
"MR1022048CB697BDAB",0.4675,0.6058333333333333,0.865,0.6441666666666667,3,0,99,165,"Femme",59,"Autre","Autre","Yes","No","No","No","No","Yes","KND"
"MR102270285D6F9ACE",0.595,0.5216666666666667,0.84,0.6583333333333334,3,0,96,171,"Femme",25,"Autre","Autre","Yes","No","No","No","No","No","KND"
"MR10228DDD7B641675",0.6475000000000001,0.6900000000000002,0.9199999999999999,0.7550000000000002,3,0,99,169,"Femme",61,"Autre","Autre","Yes","No","No","No","No","Yes","CAS"
"MR1022D80E04DE0B34",0.7675,0.49,0.8775,0.7400000000000001,8,0,22,173,"Homme",28,"Autre","Mali","Yes","No","Yes","Yes","No","No","KND"
"N1021X051782X1",0.7325,0.8308333333333334,0.9749999999999999,0.8466666666666669,1,0,0,0,"Homme",44,"Algérie","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"Ne",0.6275000000000001,0.5783333333333334,0.8099999999999999,0.7216666666666668,2,0,0,0,"Homme",40,"Niger","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"NE1018001067",0.46499999999999997,0.4658333333333333,0.6925,0.5491666666666667,6,0,0,174.5,"Homme",31,"Autre","Autre","No","No","No","No","Yes","No","CAS, KND"
"NE1020X021608",0.585,0.43166666666666664,0.7625000000000001,0.6758333333333334,15,0,194,174.5,"Homme",31,"Algérie","Autre","No","No","No","No","No","No","CAS"
"NE10214EC76E2F6F90",0.34500000000000003,0.6558333333333334,0.8075000000000001,0.6266666666666667,0,0,272,149,"Homme",25,"Niger","Autre","No","No","No","No","No","No","KND"
"NE10218CA06A7089BE",0.43000000000000005,0.23249999999999998,0.5925,0.46499999999999997,0,0,272,131,"Femme",29,"Niger","Autre","No","No","No","No","No","Yes","KND"
"NE1021ACDF112A45C8",0.485,0.5641666666666666,0.7825,0.6658333333333333,1,5,0,0,"Homme",27,"Niger","Autre","Yes","Yes","No","No","No","No","Unknown"
"NE1021B40FE5D33212",0.6775,0.5891666666666666,0.7825,0.7108333333333333,1,5,0,0,"Femme",23,"Niger","Autre","Yes","Yes","No","No","No","No","Unknown"
"NE1021X049295",0.7725,0.5591666666666666,0.855,0.7458333333333336,1,0,139,296,"Homme",39,"Autre","Autre","No","No","No","No","No","No","CAS"
"NE1021X050486X1",0.81,0.6158333333333333,0.85,0.7541666666666668,0,6,349,26,"Homme",23,"Niger","Autre","No","Yes","No","No","No","No","CAS"
"NE1021X050487X1",0.765,0.7808333333333334,0.9324999999999999,0.8241666666666668,0,6,349,23,"Homme",21,"Algérie","Autre","No","Yes","Yes","Yes","No","No","CAS"
"NE1021X051029",0.8025,0.6158333333333333,0.7025,0.7191666666666667,3,4,338,57,"Femme",36,"Algérie","Autre","Yes","Yes","No","No","No","No","KND"
"NE1021X051534",0.20750000000000002,0.3758333333333333,0.585,0.4016666666666667,1,0,121.5,174.5,"Homme",21,"Algérie","Autre","No","No","No","No","No","No","CAS"
"NE1021X051662",0.4075000000000001,0.6483333333333333,0.54,0.5991666666666667,2,7,138,235,"Homme",19,"Niger","Autre","No","Yes","No","No","Yes","Yes","KND"
"NE1021X051710",0.7,0.5625,0.7074999999999999,0.6200000000000002,11,0,63,277,"Homme",25,"Niger","Tchad","No","No","No","No","No","No","Unknown"
"NE1021X051711",0.5175,0.5883333333333333,0.8525,0.6841666666666667,2,0,83,257,"Homme",22,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1021X051712",0.41500000000000004,0.32666666666666666,0.9324999999999999,0.5608333333333334,3,0,63,277,"Homme",61,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1021X051713",0.395,0.29250000000000004,0.9574999999999999,0.56,3,0,67,274,"Homme",26,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1021X051714",0.39,0.33499999999999996,0.8125,0.5425,4,0,63,278,"Homme",27,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1021X051715",0.4325,0.33666666666666667,0.8799999999999999,0.5558333333333333,1,0,67,274,"Homme",25,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1021X051726",0.725,0.525,0.8524999999999999,0.7075000000000001,2,0,160,184,"Homme",27,"Niger","Autre","No","No","No","No","No","No","CAS"
"NE1021X051730",0.67,0.7100000000000002,0.915,0.7725000000000002,7,0,214,134,"Homme",37,"Niger","Autre","No","No","No","No","No","No","CAS"
"NE1021X051731",0.7949999999999999,0.525,0.89,0.7375000000000002,0,0,209,138,"Homme",26,"Algérie","Autre","No","No","No","No","No","No","CAS"
"NE1021X051770X1",0.7625,0.5858333333333333,0.8574999999999999,0.7541666666666668,2,6,337,26,"Homme",23,"Niger","Autre","No","Yes","No","No","No","No","CAS"
"NE1021X051771X1",0.39749999999999996,0.2633333333333333,0.6224999999999999,0.4141666666666667,1,6,343,18,"Homme",29,"Niger","Autre","No","Yes","No","No","No","No","CAS"
"NE1021X051775X1",0.6799999999999999,0.6033333333333334,0.9075,0.7491666666666668,1,6,337,16,"Homme",22,"Algérie","Autre","No","Yes","No","No","No","No","CAS"
"NE1021x051776x1",0.57,0.7966666666666666,0.9749999999999999,0.8033333333333336,3,0,0,0,"Homme",38,"Algérie","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"NE1021X051777X1",0.3625,0.5016666666666667,0.975,0.6258333333333332,0,6,197,157,"Homme",21,"Niger","Autre","No","Yes","No","No","No","No","CAS"
"NE1021X051780X1",0.57,0.8091666666666666,0.9749999999999999,0.8058333333333335,0,6,335,26,"Homme",21,"Algérie","Autre","No","Yes","No","No","No","No","CAS"
"NE1021X051788",0.7649999999999999,0.6491666666666666,0.735,0.7058333333333335,0,0,154,223,"Homme",25,"Niger","Autre","No","No","Yes","No","Yes","Yes","CAS"
"NE1021X051794X1",0.4475,0.5341666666666667,0.725,0.5958333333333333,9,0,45,329,"Homme",25,"Niger","Autre","Yes","No","No","No","No","No","KND"
"NE1021X051800",0.7825,0.6933333333333335,0.9000000000000001,0.8166666666666668,6,0,364,36,"Homme",29,"Niger","Autre","Yes","No","No","No","No","Yes","KND"
"NE1021X051822",0.875,0.6983333333333334,0.8150000000000001,0.7966666666666667,1,0,335,3,"Homme",26,"Niger","Autre","No","No","No","No","No","No","CAS"
"NE1021X051823",0.7675000000000001,0.5216666666666667,0.7475,0.6758333333333335,1,71,339,47,"Homme",27,"Algérie","Autre","No","Yes","No","No","No","No","CAS"
"NE1021X051824",0.65,0.7466666666666668,0.8674999999999999,0.7858333333333335,3,0,335,9,"Homme",33,"Niger","Autre","No","No","No","No","No","No","CAS"
"NE1021X051827",0.745,0.535,0.7849999999999999,0.6950000000000001,2,71,160,178,"Homme",33,"Niger","Autre","No","Yes","No","No","No","No","CAS"
"NE1021X051838",0.6950000000000001,0.48166666666666663,0.755,0.6758333333333333,1,0,190,166,"Homme",23,"Niger","Autre","No","No","No","No","Yes","Yes","KND"
"NE1021X051842",0.5825,0.5333333333333333,0.6574999999999999,0.5741666666666668,3,0,160,182,"Homme",27,"Algérie","Autre","No","No","No","No","Yes","Yes","CAS"
"NE1021X051894",0.5775,0.5983333333333333,0.7825,0.6991666666666667,2,4,119,262,"Homme",24,"Niger","Autre","Yes","Yes","No","No","No","No","KND"
"NE1021X053406",0.505,0.4241666666666667,0.83,0.6108333333333333,1,0,67,211,"Homme",18,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1021X053434",0.715,0.5433333333333333,0.7825000000000001,0.6866666666666668,1,0,113,201,"Homme",40,"Niger","Autre","No","No","No","No","No","No","CAS"
"NE1021X053467X1",0.725,0.56,0.8474999999999999,0.7225000000000001,3,0,156,217,"Homme",28,"Niger","Autre","Yes","No","No","No","No","Yes","KND"
"NE1021X053469X1",0.5499999999999999,0.5108333333333333,0.6399999999999999,0.5516666666666667,2,0,45,325,"Homme",26,"Niger","Autre","Yes","No","No","No","No","No","KND"
"NE1021X053471X1",0.6074999999999999,0.525,0.95,0.7075000000000001,17,0,352,19,"Homme",37,"Niger","Autre","Yes","No","No","No","No","No","KND"
"NE1021X053475",0.6175,0.43833333333333335,0.6425000000000001,0.5716666666666668,3,0,146,169,"Femme",34,"Niger","Autre","No","No","No","No","No","Yes","CAS"
"NE1021X053497",0.7025,0.5425,0.8175,0.7000000000000002,0,0,71,291,"Homme",20,"Niger","Autre","No","No","No","No","No","No","CAS"
"NE1021X053499X1",0.74,0.5975000000000001,0.7525,0.6875,0,12,49,317,"Homme",23,"Niger","Autre","No","Yes","Yes","No","No","No","CAS"
"NE1021X053502X1",0.5625,0.44,0.8025,0.5775,1,0,56,310,"Homme",19,"Niger","Autre","No","No","Yes","No","No","Yes","CAS"
"NE1021X053504X1",0.6,0.5883333333333333,0.9375,0.7166666666666668,1,0,343,18,"Homme",25,"Niger","Autre","Yes","No","No","No","No","No","KND"
"NE1021X053505",0.745,0.61,0.9999999999999999,0.8100000000000003,1,0,67,304,"Homme",24,"Niger","Autre","Yes","No","No","No","No","No","KND"
"NE1021X053537X1",0.875,0.8300000000000001,0.9749999999999999,0.9000000000000004,1,3,170,158,"Homme",21,"Algérie","Autre","No","Yes","No","No","No","No","CAS"
"NE1021X053538X1",0.495,0.8058333333333333,0.795,0.6666666666666669,1,6,245,83,"Homme",22,"Algérie","Autre","No","Yes","No","No","No","No","CAS"
"NE1021X053539X1",0.78,0.8641666666666667,0.9324999999999999,0.8533333333333335,0,6,338,174.5,"Homme",27,"Algérie","Autre","No","Yes","No","No","No","No","CAS"
"NE1021X053540X1",0.7374999999999999,0.8108333333333334,0.9324999999999999,0.8391666666666668,0,6,177,150,"Homme",27,"Algérie","Autre","No","Yes","No","No","No","No","CAS"
"NE1021X053542X1",0.5399999999999999,0.8233333333333335,0.9324999999999999,0.7466666666666667,1,6,245,80,"Homme",21,"Algérie","Autre","No","Yes","No","No","No","No","CAS"
"NE1021X053543X1",0.57,0.7358333333333335,0.8075,0.7266666666666668,0,6,309,23,"Homme",26,"Algérie","Autre","No","Yes","No","No","No","No","CAS"
"NE1021X053545X1",0.645,0.8391666666666666,0.8024999999999999,0.7783333333333334,2,6,246,79,"Homme",29,"Algérie","Autre","No","Yes","No","No","No","No","CAS"
"NE1021X053546X1",0.9675,0.9033333333333333,0.97,0.9516666666666669,1,6,252,73,"Homme",25,"Algérie","Autre","No","Yes","No","No","No","No","CAS"
"NE1021X053547X1",0.6,0.7175,0.9324999999999999,0.7775000000000001,2,6,245,82,"Homme",28,"Algérie","Autre","No","Yes","No","No","No","No","CAS"
"NE1021X053548X1",0.52,0.6541666666666666,0.9450000000000001,0.7183333333333334,0,6,308,25,"Homme",30,"Algérie","Autre","No","Yes","No","No","No","No","CAS"
"NE1021X053552X1",0.57,0.8,0.9324999999999999,0.7900000000000001,0,6,245,81,"Homme",22,"Algérie","Autre","No","Yes","No","No","No","No","CAS"
"NE1021X053553X1",0.725,0.8066666666666666,0.9324999999999999,0.8233333333333336,1,6,245,80,"Homme",22,"Algérie","Autre","No","Yes","No","No","No","No","CAS"
"NE1021X053555X1",0.6925,0.5083333333333334,0.95,0.7216666666666668,0,6,309,24,"Homme",24,"Niger","Autre","No","Yes","No","No","No","No","CAS"
"NE1021X053637",0.505,0.3133333333333333,0.8075,0.5541666666666667,3,0,88,190,"Homme",35,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1021X053638",0.645,0.43666666666666665,0.8325,0.6508333333333334,2,0,92,186,"Homme",27,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1021X053639",0.5549999999999999,0.3366666666666666,0.845,0.5683333333333334,1,0,63,215,"Homme",21,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1021X053640",0.5549999999999999,0.3366666666666666,0.8200000000000001,0.5633333333333334,3,0,76,174,"Homme",23,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1021X053641",0.6849999999999999,0.29333333333333333,0.7925,0.6016666666666666,4,0,67,211,"Homme",30,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1021X053642",0.45499999999999996,0.3383333333333333,0.8500000000000001,0.5766666666666667,4,0,7,271,"Homme",33,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1021X053643",0.615,0.3033333333333333,0.8200000000000001,0.5916666666666667,1,0,88,190,"Homme",21,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1021X053644",0.535,0.4275,0.8200000000000001,0.6250000000000001,2,0,92,186,"Homme",26,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1021X053645",0.585,0.3933333333333333,0.845,0.6216666666666667,2,0,74,204,"Homme",21,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1021X053646",0.5975,0.5750000000000001,0.8500000000000001,0.6775,2,0,74,204,"Homme",22,"Niger","Tchad","No","No","No","No","No","No","CAS"
"NE1021X053647",0.5599999999999999,0.48750000000000004,0.7925,0.6225,2,0,90,189,"Homme",31,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1021X053648",0.5599999999999999,0.4908333333333334,0.8574999999999999,0.6441666666666667,1,0,63,216,"Homme",21,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1021X053649",0.505,0.3333333333333333,0.8574999999999999,0.5716666666666667,3,0,63,216,"Homme",26,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1021X053650",0.475,0.3275,0.8574999999999999,0.5225000000000001,2,0,90,189,"Homme",18,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1021X053651",0.41,0.3733333333333333,0.8025,0.5266666666666667,6,0,90,189,"Homme",56,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022001024",0.495,0.4641666666666667,0.7425,0.5858333333333333,1,0,78,182,"Homme",18,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022001025",0.565,0.5583333333333333,0.8099999999999999,0.6291666666666667,3,0,70,190,"Homme",28,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022001026",0.47,0.3733333333333333,0.78,0.5866666666666667,3,0,78,182,"Homme",31,"Niger","Tchad","No","No","No","No","No","No","KND"
"Ne1022001072",0.47250000000000003,0.4891666666666667,0.7425,0.5783333333333333,2,0,0,0,"Homme",23,"Libye","Guinee Conakry","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"NE1022001100",0.755,0.6416666666666667,0.58,0.6858333333333334,0,4,77,194,"Femme",24,"Niger","Autre","Yes","Yes","No","No","No","No","KND"
"NE1022001107",0.37,0.43499999999999994,0.4175,0.45000000000000007,2,0,162,174.5,"Femme",22,"Algérie","Autre","No","No","No","No","No","No","CAS"
"NE1022001128",0.4175,0.5316666666666667,0.73,0.5883333333333335,2,0,82,139,"Homme",28,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022001318",0.52,0.5,0.73,0.6025,3,0,63,120,"Homme",28,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022001346",0.5025,0.5316666666666667,0.73,0.6133333333333334,2,0,72,91,"Homme",29,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022001347",0.6325,0.5625,0.76,0.6500000000000001,2,0,65,98,"Homme",26,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022001348",0.6875,0.525,0.7000000000000001,0.6550000000000001,2,0,63,100,"Homme",26,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022001349",0.6,0.4033333333333333,0.73,0.5991666666666667,3,0,36,128,"Homme",26,"Niger","Tchad","No","No","No","No","No","No","CAS"
"NE1022001351",0.4575,0.37,0.79,0.55,2,0,44,120,"Homme",31,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022001353",0.6,0.4066666666666667,0.68,0.6033333333333334,1,0,65,99,"Homme",23,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022001355",0.47,0.5008333333333334,0.79,0.6166666666666667,3,0,72,92,"Homme",28,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022001356",0.4525,0.49416666666666675,0.73,0.5808333333333334,2,0,63,101,"Homme",28,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022001357",0.5700000000000001,0.5008333333333334,0.79,0.6266666666666667,2,0,65,99,"Homme",32,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022001358",0.7475,0.44083333333333335,0.79,0.6691666666666668,2,0,69,95,"Homme",27,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022001359",0.545,0.525,0.8025,0.6350000000000001,2,0,65,101,"Homme",20,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022001360",0.47250000000000003,0.525,0.8325,0.6200000000000002,3,0,62,104,"Homme",23,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022001361",0.61,0.6158333333333333,0.8025,0.7041666666666667,23,0,72,94,"Homme",23,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022001362",0.6124999999999999,0.525,0.73,0.6400000000000001,22,0,68,98,"Homme",22,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022001363",0.64,0.525,0.6925,0.6325000000000001,3,0,69,97,"Homme",40,"Niger","Niger","No","No","No","No","No","No","KND"
"NE1022001364",0.6025,0.525,0.79,0.6400000000000001,3,0,72,94,"Homme",25,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022001365",0.4675,0.5625,0.79,0.6025000000000001,3,0,69,97,"Homme",28,"Niger","Tchad","No","No","No","No","No","No","CAS"
"NE1022001366",0.525,0.525,0.7300000000000001,0.6025000000000001,2,0,69,97,"Homme",20,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022001368",0.5725,0.525,0.8025,0.6275000000000001,2,0,68,98,"Homme",25,"Autre","Tchad","No","No","No","No","No","No","KND"
"NE10222CE26BA3B535",0.5275,0.7508333333333334,0.9324999999999999,0.6991666666666667,0,6,154,174.5,"Homme",19,"Algérie","Autre","No","Yes","No","No","No","No","CAS"
"NE10227D1BBD2559A1",0.21750000000000003,0.6508333333333334,0.765,0.5591666666666667,3,6,169,174.5,"Homme",24,"Niger","Autre","No","Yes","Yes","Yes","No","No","CAS"
"NE10227DAE58B47EE4",0.57,0.8341666666666667,0.9324999999999999,0.7958333333333334,0,6,154,174.5,"Homme",18,"Algérie","Autre","No","Yes","No","No","No","No","CAS"
"NE102294FEE82FE005",0.5549999999999999,0.5633333333333334,0.8775,0.6816666666666668,6,0,266,18,"Homme",26,"Niger","Autre","Yes","No","No","No","No","Yes","KND"
"NE1022B7BC25EEA459",0.595,0.5266666666666667,0.9375,0.6658333333333334,0,0,13,182,"Homme",22,"Algérie","Autre","Yes","No","No","No","No","No","KND"
"NE1022X000057",0.6775,0.6200000000000001,0.5775,0.6575000000000001,0,0,35,285,"Homme",25,"Niger","Autre","No","No","Yes","No","Yes","Yes","CAS"
"NE1022X000094",0.5125000000000001,0.7191666666666667,0.9999999999999999,0.7858333333333335,1,0,127,218,"Homme",34,"Niger","Autre","No","No","No","No","Yes","Yes","KND"
"NE1022X000095",0.44000000000000006,0.6033333333333334,0.9999999999999999,0.7441666666666668,1,0,130,215,"Homme",35,"Niger","Autre","No","No","No","No","Yes","Yes","KND"
"NE1022X000096",0.7125,0.6066666666666667,0.9999999999999999,0.8133333333333336,1,0,96,249,"Homme",34,"Niger","Autre","No","No","No","No","Yes","Yes","KND"
"NE1022X000097",0.5825,0.5874999999999999,0.9999999999999999,0.7750000000000001,1,0,215,130,"Homme",30,"Niger","Autre","No","No","No","No","Yes","Yes","KND"
"NE1022X000208",0.5449999999999999,0.6408333333333333,0.6900000000000001,0.6516666666666667,2,0,104,132,"Homme",34,"Niger","Autre","No","No","No","No","No","No","CAS"
"NE1022X000253",0.7075,0.7450000000000001,0.7075000000000001,0.7375000000000002,1,5,253,55,"Homme",26,"Niger","Autre","No","Yes","No","No","No","Yes","KND"
"NE1022X000254",0.85,0.6866666666666668,0.7575000000000001,0.7858333333333334,0,5,250,81,"Homme",28,"Niger","Autre","No","Yes","No","No","No","Yes","KND"
"NE1022X000341",0.84,0.45000000000000007,0.805,0.7000000000000002,26,0,310,37,"Homme",26,"Niger","Autre","Yes","No","No","No","No","Yes","KND"
"NE1022X000345X1",0.775,0.5066666666666667,0.95,0.7733333333333335,0,0,65,263,"Homme",25,"Algérie","Autre","Yes","No","No","No","No","Yes","KND"
"NE1022X000346",0.7999999999999999,0.7466666666666668,0.9325,0.8358333333333335,0,0,65,281,"Homme",27,"Niger","Autre","Yes","No","No","No","No","Yes","KND"
"NE1022X000349X1",0.7025,0.5141666666666667,0.95,0.7358333333333335,0,0,71,261,"Homme",24,"Algérie","Autre","Yes","No","No","No","No","Yes","KND"
"NE1022X000351X1",0.5675,0.56,0.8574999999999999,0.68,3,0,97,225,"Homme",23,"Algérie","Autre","Yes","No","No","No","No","Yes","KND"
"NE1022X000354X1",0.38,0.5266666666666667,0.6375,0.4708333333333332,1,0,310,20,"Homme",27,"Niger","Autre","Yes","No","No","No","No","Yes","KND"
