"BusinessSuccess","InterviewType","Country","CountryOfReturn","Gender","AgeGroup","Disabled","ReceivedSupportAs","BusinessType","BusinessMembers","ReceivedIOMBusinessAdvice","BusinessHasEmployees","EmployeeNumber","CoronaImpactOnBusiness","FirstChoice","Count"
"High","Par téléphone","Guinée","Niger","Masculin","14-35","Non","En nature","Transport","Moi et d'autres","Oui","Non","0","Non","Oui",1
"High","Par téléphone","Guinée","Niger","Masculin","14-35","Non","En nature","Transport","Moi uniquement","Oui","Autre","1","Non","Oui",1
"High","Par téléphone","Guinée","Niger","Masculin","14-35","Non","En nature","Transport","Moi uniquement","Oui","Non","0","Oui","Oui",1
"High","Par téléphone","Guinée","Niger","Masculin","14-35","Non","Mixte","Autre","Moi et d'autres","Oui","Non","0","Non","Oui",1
"High","Par téléphone","Guinée","Niger","Masculin","14-35","Non","Mixte","Commerce","Moi uniquement","Non","Autre","1","Non","Oui",1
"High","Par téléphone","Guinée","Niger","Masculin","14-35","Non","Mixte","Commerce","Moi uniquement","Non","Autre","1+","Non","Oui",1
"High","Par téléphone","Guinée","Niger","Masculin","14-35","Non","Mixte","Commerce","Moi uniquement","Non","Non","0","Non","Oui",1
"High","Par téléphone","Guinée","Niger","Masculin","14-35","Non","Mixte","Elevage","Moi et d'autres","Oui","Autre","1+","Non","Oui",1
"High","Par téléphone","Guinée","Niger","Masculin","14-35","Non","Mixte","Transport","Moi uniquement","Oui","Autre","1","Non","Oui",1
"High","Par téléphone","Guinée","Niger","Masculin","14-35","Non","Mixte","Transport","Moi uniquement","Oui","Non","0","Oui","Oui",1
"High","Par téléphone","Sénégal","Algerie","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi et d'autres","Non","Autre","1","Oui","Oui",1
"High","Par téléphone","Sénégal","Algerie","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Non","Oui",1
"High","Par téléphone","Sénégal","Algerie","Masculin","14-35","Non","En nature","Autre","Moi et d'autres","Non","Autre","1","Oui","Oui",1
"High","Par téléphone","Sénégal","Algerie","Masculin","14-35","Non","En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui",1
"High","Par téléphone","Sénégal","Algerie","Masculin","14-35","Non","En nature","Commerce","Moi et d'autres","Non","Autre","1+","Non","Oui",1
"High","Par téléphone","Sénégal","Algerie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui",1
"High","Par téléphone","Sénégal","Algerie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Non",1
"High","Par téléphone","Sénégal","Algerie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui",1
"High","Par téléphone","Sénégal","Algerie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Non",1
"High","Par téléphone","Sénégal","Algerie","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Non","Non","0","Oui","Oui",1
"High","Par téléphone","Sénégal","Algerie","Masculin","14-35","Non","En nature","Transport","Moi et d'autres","Oui","Autre","1","Oui","Oui",1
"High","Par téléphone","Sénégal","Algerie","Masculin","14-35","Oui","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Non",1
"High","Par téléphone","Sénégal","Algerie","Masculin","36+","Non","En nature","Commerce","Moi et d'autres","Oui","Autre","1+","Oui","Oui",1
"High","Par téléphone","Sénégal","Algerie","Masculin","36+","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui",1
"High","Par téléphone","Sénégal","Algerie","Masculin","36+","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui",1
"High","Par téléphone","Sénégal","Algerie","Masculin","36+","Non","En nature","Transport","Moi uniquement","Oui","Non","0","Oui","Oui",1
"High","Par téléphone","Sénégal","Autre","Féminin","14-35","Non","En nature","Autre","Moi uniquement","Non","Autre","1","Non","Oui",1
"High","Par téléphone","Sénégal","Autre","Féminin","14-35","Non","En nature","Commerce","Moi et d'autres","Oui","Autre","1","Non","Oui",1
"High","Par téléphone","Sénégal","Autre","Féminin","36+","Non","En nature","Commerce","Moi et d'autres","Non","Non","0","Non","Oui",1
"High","Par téléphone","Sénégal","Autre","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Oui",1
"High","Par téléphone","Sénégal","Autre","Masculin","14-35","Non","En nature","Autre","Moi et d'autres","Non","Autre","1+","Oui","Oui",1
"High","Par téléphone","Sénégal","Autre","Masculin","14-35","Non","En nature","Autre","Moi et d'autres","Oui","Autre","1+","Oui","Oui",1
"High","Par téléphone","Sénégal","Autre","Masculin","14-35","Non","En nature","Autre","Moi uniquement","Non","Non","0","Oui","Oui",1
"High","Par téléphone","Sénégal","Autre","Masculin","14-35","Non","En nature","Autre","Moi uniquement","Oui","Non","0","Oui","Oui",1
"High","Par téléphone","Sénégal","Autre","Masculin","14-35","Non","En nature","Commerce","Moi et d'autres","Non","Autre","1+","Non","Oui",1
"High","Par téléphone","Sénégal","Autre","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui",1
"High","Par téléphone","Sénégal","Autre","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",1
"High","Par téléphone","Sénégal","Autre","Masculin","36+","Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Non",1
"High","Par téléphone","Sénégal","Autre","Masculin","36+","Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Autre","1+","Oui","Oui",1
"High","Par téléphone","Sénégal","Autre","Masculin","36+","Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Non","Oui",1
"High","Par téléphone","Sénégal","Autre","Masculin","36+","Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Oui","Oui",1
"High","Par téléphone","Sénégal","Autre","Masculin","36+","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui",1
"High","Par téléphone","Sénégal","Lybie","Féminin","14-35","Non","En nature","Autre","Moi et d'autres","Oui","Autre","1+","Non","Oui",1
"High","Par téléphone","Sénégal","Lybie","Féminin","36+","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui",1
"High","Par téléphone","Sénégal","Lybie","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi et d'autres","Oui","Autre","1+","Oui","Oui",1
"High","Par téléphone","Sénégal","Lybie","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi et d'autres","Oui","Non","0","Oui","Oui",1
"High","Par téléphone","Sénégal","Lybie","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Autre","1+","Oui","Oui",1
"High","Par téléphone","Sénégal","Lybie","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Autre","1+","Oui","Oui",1
"High","Par téléphone","Sénégal","Lybie","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Oui","Non",1
"High","Par téléphone","Sénégal","Lybie","Masculin","14-35","Non","En nature","Autre","Moi et d'autres","Non","Autre","1+","Oui","Oui",1
"High","Par téléphone","Sénégal","Lybie","Masculin","14-35","Non","En nature","Autre","Moi uniquement","Oui","Non","0","Non","Oui",1
"High","Par téléphone","Sénégal","Lybie","Masculin","14-35","Non","En nature","Autre","Moi uniquement","Oui","Non","0","Oui","Oui",1
"High","Par téléphone","Sénégal","Lybie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Autre","1","Non","Oui",1
"High","Par téléphone","Sénégal","Lybie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Non",1
"High","Par téléphone","Sénégal","Lybie","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Non","Non","0","Non","Oui",1
"High","Par téléphone","Sénégal","Lybie","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Oui","Autre","1","Non","Oui",1
"High","Par téléphone","Sénégal","Lybie","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Oui","Autre","1+","Oui","Oui",1
"High","Par téléphone","Sénégal","Lybie","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Oui","Non",1
"High","Par téléphone","Sénégal","Lybie","Masculin","14-35","Oui","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui",1
"High","Par téléphone","Sénégal","Lybie","Masculin","36+","Non","En nature","Autre","Moi uniquement","Non","Autre","1+","Non","Oui",1
"High","Par téléphone","Sénégal","Lybie","Masculin","36+","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui",1
"High","Par téléphone","Sénégal","Lybie","Masculin","36+","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui",1
"High","Par téléphone","Sénégal","Lybie","Masculin","36+","Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Non","Non",1
"High","Par téléphone","Sénégal","Lybie","Masculin","36+","Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Oui","Oui",1
"High","Par téléphone","Sénégal","Maroc","Féminin","14-35","Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Oui","Oui",1
"High","Par téléphone","Sénégal","Maroc","Féminin","14-35","Non","En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui",1
"High","Par téléphone","Sénégal","Maroc","Féminin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui",1
"High","Par téléphone","Sénégal","Maroc","Féminin","14-35","Oui","Mixte","Commerce","Moi uniquement","Non","Non","0","Non","Oui",1
"High","Par téléphone","Sénégal","Maroc","Féminin","36+","Non","En nature","Autre","Moi et d'autres","Oui","Autre","1+","Non","Oui",1
"High","Par téléphone","Sénégal","Maroc","Féminin","36+","Non","En nature","Autre","Moi uniquement","Oui","Non","0","Oui","Oui",1
"High","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi et d'autres","Oui","Autre","1+","Non","Oui",1
"High","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi et d'autres","Oui","Non","0","Oui","Non",1
"High","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Autre","1","Non","Oui",1
"High","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Autre","1+","Non","Oui",1
"High","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Non",1
"High","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Autre","1+","Oui","Oui",1
"High","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Non","Oui",1
"High","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Oui","Oui",1
"High","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Autre","Moi et d'autres","Oui","Autre","1+","Oui","Oui",1
"High","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Autre","Moi uniquement","Non","Autre","1+","Oui","Oui",1
"High","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Commerce","Moi et d'autres","Non","Autre","1","Non","Oui",1
"High","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Commerce","Moi et d'autres","Oui","Autre","1+","Non","Oui",1
"High","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Autre","1","Non","Oui",1
"High","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Autre","1+","Oui","Oui",1
"High","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Non",1
"High","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Elevage","Moi et d'autres","Non","Autre","1","Non","Oui",1
"High","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Non","Autre","1","Non","Oui",1
"High","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Non","Non","0","Non","Oui",1
"High","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Oui","Autre","1","Oui","Oui",1
"High","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Non","Oui",1
"High","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Transport","Moi uniquement","Oui","Autre","1+","Oui","Non",1
"High","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Transport","Moi uniquement","Oui","Non","0","Non","Oui",1
"High","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Transport","Moi uniquement","Oui","Non","0","Oui","Oui",1
"High","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","Mixte","Commerce","Moi uniquement","Oui","Autre","1+","Non","Oui",1
"High","Par téléphone","Sénégal","Maroc","Masculin","14-35","Oui","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui",1
"High","Par téléphone","Sénégal","Maroc","Masculin","36+","Non","En nature","Agriculture/aviculture","Moi et d'autres","Oui","Autre","1","Oui","Oui",1
"High","Par téléphone","Sénégal","Maroc","Masculin","36+","Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Autre","1","Oui","Oui",1
"High","Par téléphone","Sénégal","Maroc","Masculin","36+","Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Autre","1+","Oui","Oui",1
"High","Par téléphone","Sénégal","Maroc","Masculin","36+","Non","En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui",1
"High","Par téléphone","Sénégal","Maroc","Masculin","36+","Non","En nature","Autre","Moi uniquement","Non","Non","0","Oui","Oui",1
"High","Par téléphone","Sénégal","Maroc","Masculin","36+","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Non",1
"High","Par téléphone","Sénégal","Maroc","Masculin","36+","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui",1
"High","Par téléphone","Sénégal","Maroc","Masculin","36+","Non","En nature","Elevage","Moi uniquement","Non","Non","0","Non","Oui",1
"High","Par téléphone","Sénégal","Maroc","Masculin","36+","Non","En nature","Elevage","Moi uniquement","Non","Non","0","Oui","Oui",1
"High","Par téléphone","Sénégal","Maroc","Masculin","36+","Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Oui","Oui",1
"High","Par téléphone","Sénégal","Maroc","Masculin","36+","Oui","En nature","Elevage","Moi uniquement","Non","Non","0","Non","Oui",1
"High","Par téléphone","Sénégal","Niger","Féminin","14-35","Non","En nature","Autre","Moi uniquement","Oui","Non","0","Oui","Oui",1
"High","Par téléphone","Sénégal","Niger","Masculin","14-35","Non","En nature","Autre","Moi uniquement","Non","Autre","1","Oui","Oui",1
"High","Par téléphone","Sénégal","Niger","Masculin","14-35","Non","En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui",1
"High","Par téléphone","Sénégal","Niger","Masculin","14-35","Non","En nature","Autre","Moi uniquement","Non","Non","0","Oui","Oui",1
"High","Par téléphone","Sénégal","Niger","Masculin","14-35","Non","En nature","Commerce","Moi et d'autres","Non","Autre","1","Non","Oui",1
"High","Par téléphone","Sénégal","Niger","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Autre","1+","Oui","Oui",1
"High","Par téléphone","Sénégal","Niger","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui",1
"High","Par téléphone","Sénégal","Niger","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",1
"High","Par téléphone","Sénégal","Niger","Masculin","14-35","Non","En nature","Transport","Moi uniquement","Oui","Non","0","Non","Oui",1
"High","Par téléphone","Sénégal","Niger","Masculin","14-35","Oui","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui",1
"High","Par téléphone","Sénégal","Niger","Masculin","36+","Non","En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui",1
