"ID_1","InterviewDate","InterviewType","BusinessSuccess","BusinessProfitability","WouldMigrateAgain","SituationWithoutSupport","ReturningWasGoodDecision","SatisfiedWithReintegrationSupport","Country","CountryOfReturn","Gender","AgeGroup","MigrationDuration","Disabled","ReceivedSupportAs","BusinessType","BusinessMembers","ReceivedIOMBusinessAdvice","BusinessHasEmployees","EmployeeNumber","CoronaImpactOnBusiness","FirstChoice","MicroBusinessLevel","TrainingType","TrainingDuration","DateOfReturn","ReintegrationDate","ReturnToReintegration","AssistanceDuration"
"NE1020X001331","2021-05-31","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","18-35 ans","2","Non","En espèces","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2020/01/15 00:00:00","2020-10-10",269,232.91666666666666
"MA1020003081","2021-05-31","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent difficilement","Non","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","18-35 ans","3","Non","En espèces","Elevage","Moi uniquement","Non","Oui","1","Non","Oui","Individual","NULL","NULL","2020/10/22 00:00:00","2020-12-31",70,150.91666666666666
"MA1020003321","2021-05-31","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","18-35 ans","2","Non","En espèces","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2020/10/08 00:00:00","2020-12-22",75,159.91666666666666
"NE1020X015786","2021-05-31","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","18-35 ans","0","Non","En espèces","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2020/03/18 00:00:00","2020-06-03",77,361.9166666666667
"NE1020X012761","2021-05-31","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","36-65 ans","0","Non","En espèces","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2020/03/04 00:00:00","2020-06-02",90,362.9166666666667
"MA1020003244","2021-05-31","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Féminin","18-35 ans",NA,"Non","En espèces","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2020/10/08 00:00:00","2021-06-09",244,-9.083333333333334
"DZ1020002616","2021-05-31","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans",NA,"Non","En espèces","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2020/12/17 00:00:00","2021-02-25",70,94.91666666666667
"LY1020007575","2021-06-04","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36-65 ans","2","Non","En nature","Transport (Moto - Auto et autres)","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2020/11/30 00:00:00","2021-03-31",121,64.91666666666667
"CH5019X030870","2021-06-08","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","18-35 ans","1","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2019/09/12 00:00:00","2021-04-08",574,60.916666666666664
"NE1019X066159","2021-06-05","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Ghana","Niger","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2019/10/02 00:00:00","2021-03-29",544,67.91666666666667
"CH5019X030876","2021-06-07","Par téléphone","Mon entreprise n’est pas encore ouverte","Non","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Féminin","18-35 ans","11","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2019/09/12 00:00:00","2021-04-12",578,55.916666666666664
"LY1020004207","2021-06-06","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Gambie","Lybie","Masculin","18-35 ans","2","Non","En nature","Transport (Moto - Auto et autres)","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2020/08/20 00:00:00","2021-04-12",235,54.916666666666664
"NE1019X003127","2021-06-09","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Ghana","Niger","Masculin","18-35 ans","2","Non","En nature","Aviculture","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2019/02/13 00:00:00","2021-04-05",782,64.91666666666667
"CH5017X019608","2021-06-07","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Mieux","Oui","Très satisfait","Ghana","Lybie","Masculin","18-35 ans","4","Non","En nature","Elevage","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2017/07/27 00:00:00","2021-03-03",1315,95.91666666666667
"LY2010004157","2021-06-09","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Ghana","Mali","Masculin","36-65 ans","8","Non","En nature","Elevage","Moi uniquement","Non","Non",NA,"Non","Oui",NA,NA,NA,NA,NA,NA,NA
"LY1020004217","2021-06-07","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36-65 ans","2","Non","En nature","Bâtiment/construction","Moi uniquement","Non","Oui","1","Non","Oui","Individual","NULL","NULL","2020/08/20 00:00:00","2021-03-02",194,96.91666666666667
"LY1018002858","2021-06-08","Par téléphone","Actuellement ouvert et les activités marchent bien","Non","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","18-35 ans","2","Non","En nature","Elevage","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2018/07/10 00:00:00","2021-04-22",1017,46.916666666666664
NA,"2021-06-09","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Ghana","Niger","Masculin","36-65 ans","0","Non","En nature","Aviculture","Moi uniquement","Oui","Non",NA,"Non","Oui",NA,NA,NA,NA,NA,NA,NA
"LY1020004159","2021-06-09","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Non","Non","Pire","Oui","Satisfait","Ghana","Lybie","Masculin","36-65 ans","5","Non","En nature","Elevage","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2020/08/20 00:00:00","2020-12-17",119,173.91666666666666
"LY1020004371","2021-06-05","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2020/08/20 00:00:00","2021-05-26",279,9.916666666666666
"LY1020004286","2021-06-05","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36-65 ans","14","Non","En nature","Transport (Moto - Auto et autres)","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2020/08/20 00:00:00","2021-03-02",194,94.91666666666667
"LY1017002221","2021-06-09","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36-65 ans",NA,"Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2017/09/06 00:00:00","2021-04-21",1323,48.916666666666664
"NE1019X037502","2021-06-10","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Non","Non","Pire","Oui","Très satisfait","Ghana","Niger","Masculin","18-35 ans",NA,"Non","En nature","Elevage","Moi uniquement","Non","Oui","1","Non","Oui","Collective","NULL","NULL","2019/06/07 00:00:00","2020-03-03",270,463.9166666666667
"NE101X9X027822","2021-06-11","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Ghana","Niger","Masculin","18-35 ans","1","Non","En nature","Elevage","Moi uniquement","Non","Oui","1","Non","Oui",NA,NA,NA,NA,NA,NA,NA
"NE1019X067176","2021-06-11","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Ghana","Niger","Féminin","18-35 ans","1","Non","En nature","Coiffure","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2019/10/16 00:00:00","2020-03-05",141,462.9166666666667
"CH5018X012666","2021-06-11","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","18-35 ans",NA,"Non","En nature","Autre","Moi uniquement","Non","Oui","2","Oui Négativement","Oui","Individual","NULL","NULL","2018/05/15 00:00:00","2021-02-25",1017,105.91666666666667
"NE1020X011378X1","2021-06-08","Par téléphone",NA,NA,"Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","14-17 ans","0","Non","En espèces",NA,NA,NA,NA,NA,NA,"Oui","Individual","NULL","NULL","2020/02/26 00:00:00","2022-04-24",788,-320.0833333333333
"NE101944478DB65D4E","2021-06-08","Par téléphone",NA,NA,"Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","14-17 ans","0","Non","En espèces",NA,NA,NA,NA,NA,NA,"Oui","NULL","Non spécifié","1","2019/06/15 00:00:00","2022-04-06",1026,-302.0833333333333
NA,"2021-06-08","Par téléphone",NA,NA,"Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Lybie","Masculin","14-17 ans","0","Non","En espèces",NA,NA,NA,NA,NA,NA,"Oui",NA,NA,NA,NA,NA,NA,NA
"NE1019864432070229","2021-06-08","Par téléphone",NA,NA,"Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","14-17 ans","1","Non","En espèces",NA,NA,NA,NA,NA,NA,"Oui","NULL","Non spécifié","1","2019/11/15 00:00:00","2022-04-30",897,-326.0833333333333
"ML1019C6F8194C22A7","2021-06-08","Par téléphone",NA,NA,"Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Mali","Masculin","14-17 ans","1","Non","En espèces",NA,NA,NA,NA,NA,NA,"Oui","NULL","Non spécifié","1","2020/02/04 00:00:00","2022-04-30",816,-326.0833333333333
"SN10194E1241037AC9","2021-06-08","Par téléphone",NA,NA,"Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Mali","Masculin","14-17 ans","0","Non","En espèces",NA,NA,NA,NA,NA,NA,"Oui","Individual","Non spécifié","1","2019/02/04 00:00:00","2021-03-18",773,81.91666666666667
"NE102077AD8B9CBD3F","2021-06-08","Par téléphone",NA,NA,"Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","14-17 ans","0","Non","En espèces",NA,NA,NA,NA,NA,NA,"Oui","Community","NULL","NULL","2020/03/13 00:00:00","2020-05-01",49,402.9166666666667
"NE1018289C26C158DB","2021-06-08","Par téléphone",NA,NA,"Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","14-17 ans","2","Non","En espèces",NA,NA,NA,NA,NA,NA,"Oui","Individual","Non spécifié","1","2018/06/29 00:00:00","2021-03-16",991,83.91666666666667
"NE10198A4F009E33B1","2021-06-08","Par téléphone",NA,NA,"Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","14-17 ans","0","Non","En espèces",NA,NA,NA,NA,NA,NA,"Oui","NULL","Non spécifié","1","2020/01/09 00:00:00","2020-04-29",111,404.9166666666667
"TN1020001938","2021-06-09","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Tunisie","Féminin","18-35 ans","4","Non","En espèces","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2021/01/17 00:00:00","2021-03-10",52,90.91666666666667
"CH5017X039666X1","2021-06-09","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Lybie","Masculin","36-65 ans","2","Non","En espèces","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2017/12/19 00:00:00","2021-03-09",1176,91.91666666666667
NA,"2021-06-09","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Non","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Tunisie","Masculin","36-65 ans","3","Non","En espèces","Coiffure","Moi uniquement","Non","Oui","1","Non","Oui",NA,NA,NA,NA,NA,NA,NA
"DZ1020002637","2021-06-09","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","6","Non","En espèces","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2020/12/17 00:00:00","2021-03-17",90,83.91666666666667
"SN1018245DB1BC066E","2021-06-09","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Oui régulièrement","Pire","Oui","Très satisfait","Côte D'Ivoire","Mauritanie","Masculin","18-35 ans","2","Non","En espèces","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2018/12/27 00:00:00","2021-03-16",810,84.91666666666667
NA,"2021-06-09","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Lybie","Masculin","36-65 ans","2","Non","En espèces","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui",NA,NA,NA,NA,NA,NA,NA
"MA1020002758","2021-06-09","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","18-35 ans","2","Non","En espèces","Commerce","Moi uniquement","Non","Oui","1","Non","Oui","Individual","NULL","NULL","2020/09/17 00:00:00","2021-03-15",179,85.91666666666667
"ML1019X003475X1","2021-06-09","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Mali","Masculin","18-35 ans","4","Non","En espèces","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2018/05/23 00:00:00","2021-03-18",1030,82.91666666666667
"MA1019A3AB8D76FEE7","2021-06-09","Par téléphone","Actuellement ouvert et les activités marchent bien","Non","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","18-35 ans","3","Non","En espèces","Aviculture","Moi uniquement","Non","Oui","1","Non","Oui","Individual","NULL","NULL","2019/10/18 00:00:00","2021-03-18",517,82.91666666666667
"NE1020X007520X1","2021-06-09","Par téléphone",NA,NA,"Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","18-35 ans","0","Non","En espèces",NA,NA,NA,NA,NA,NA,"Oui","Individual","NULL","NULL","2020/02/05 00:00:00","2021-03-19",408,81.91666666666667
"MA102043328ABFFCFF","2021-06-09","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","18-35 ans","4","Non","En espèces","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2020/02/27 00:00:00","2021-03-25",392,75.91666666666667
NA,"2021-06-09","Par téléphone",NA,NA,"Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","18-35 ans","0","Non","En espèces",NA,NA,NA,NA,NA,NA,"Oui",NA,NA,NA,NA,NA,NA,NA
"TN1019F97D6A415218","2021-06-10","Par téléphone","Mon entreprise n’est pas encore ouverte","Non","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Tunisie","Masculin","18-35 ans","5","Non","En espèces","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2021/03/09 00:00:00","2022-04-27",414,-321.0833333333333
"NE1019X023995X1","2021-06-10","Par téléphone","Mon entreprise n’est pas encore ouverte","Souhaite ne pas répondre","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","18-35 ans","0","Non","En espèces","Transport (Moto - Auto et autres)","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2018/08/29 00:00:00","2021-05-19",994,21.916666666666668
