"Project","InterviewType","BusinessSucess","BusinessProfitability","WouldMigrateAgain","SituationWithoutSupport","ReturningWasGoodDecision","SatisfiedWithReintegrationSupport","Country","CountryOfReturn","Gender","AgeGroup","MigrationDuration","Disabled","TrainingType","TimeToReceiveSupport","ReceivedSupportAs","AssistanceType","BusinessType","BusinessMembers","MicroBusinessLevel","SupportTotalValue","ReceivedIOMBusinessAdvice","BusinessHasEmployees","EmployeeNumber","CoronaImpactOnBusiness"
"JI","Par téléphone","High","Low","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Lybie","Masculin","36-65 ans",2,"Non",NA,170,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",600,"Non","Non",NA,"Non"
"JI","Par téléphone","Low","Low","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Autre","Masculin","36-65 ans",3,"Non",NA,155,"En espèces","Micro Business","Coiffure - Salon de beauté","Moi uniquement",NA,600,"Non","Oui","1","Non"
"JI","Par téléphone","High","Low","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans",6,"Non",NA,13,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",650,"Non","Non",NA,"Non"
"JI","Par téléphone","High","Low","Oui régulièrement","Pire","Oui","Très satisfait","Côte D'Ivoire","Mauritanie","Masculin","18-35 ans",2,"Non",NA,150,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",600,"Non","Non",NA,"Non"
"JI","Par téléphone","High","Low","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Lybie","Masculin","36-65 ans",2,"Non",NA,155,"En espèces","Micro Business","Commerce","Moi uniquement",NA,650,"Non","Non",NA,"Non"
"JI","Par téléphone","High","Low","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","18-35 ans",2,"Non",NA,28,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",600,"Non","Oui","1","Non"
"JI","Par téléphone","Low","Low","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Mali","Masculin","18-35 ans",4,"Non",NA,145,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",700,"Non","Non",NA,"Non"
"JI","Par téléphone","High","Low","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","18-35 ans",3,"Non",NA,100,"En espèces","Micro Business","Aviculture","Moi uniquement","Individual",600,"Non","Oui","1","Non"
"JI","Par téléphone","High","Low","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","18-35 ans",4,"Non",NA,53,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",600,"Non","Non",NA,"Non"
"JI","Par téléphone","Low","Low","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Autre","Masculin","18-35 ans",5,"Non",NA,12,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",700,"Non","Non",NA,"Non"
"JI","Par téléphone","Low","Low","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","18-35 ans",0,"Non",NA,145,"En espèces","Micro Business","Transport (Moto - Auto)","Moi uniquement",NA,600,"Non","Non",NA,"Non"
"JI","Par téléphone","Low","Low","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Lybie","Masculin","18-35 ans",1,"Non",NA,150,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",600,"Non","Non",NA,"Non"
"JI","Par téléphone","Low","Low","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Féminin","36-65 ans",20,"Non",NA,20,"En espèces","Micro Business","Coiffure - Salon de beauté","Moi uniquement","Individual",600,"Non","Non",NA,"Non"
"JI","Par téléphone","High","Low","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Féminin","18-35 ans",2,"Non",NA,36,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",750,"Non","Non",NA,"Non"
"JI","Par téléphone","High","Low","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Féminin","36-65 ans",2,"Non",NA,36,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",650,"Non","Non",NA,"Non"
"JI","Par téléphone","High","Low","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","18-35 ans",1,"Non",NA,60,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",600,"Non","Non",NA,"Non"
"JI","Par téléphone","Low","Low","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Lybie","Masculin","18-35 ans",1,"Non","Non spécifié",155,"En espèces","Micro Business","Aviculture","Moi uniquement","Individual",600,"Oui","Oui","1","Non"
"JI","Bureau OIM","High","High","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","18-35 ans",5,"Non",NA,128,"En nature","Micro Business","Commerce","Moi uniquement","Individual",9300,"Non","Oui","1","Non"
"JI","Par téléphone","High","Low","Non","Pire","Oui","Satisfait","Ghana","Lybie","Masculin","18-35 ans",7,"Oui",NA,20,"En nature","Micro Business","Autre","Moi uniquement",NA,5700,"Non","Oui","1","Non"
"JI","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","18-35 ans",1,"Non",NA,72,"En nature","Micro Business","Commerce","Moi uniquement","Individual",9618,"Non","Non",NA,"Non"
"JI","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Ghana","Niger","Masculin","18-35 ans",6,"Non",NA,84,"En nature","Micro Business","Transport (Moto - Auto)","Moi uniquement","Individual",9000,"Non","Oui","1","Non"
"JI","Par téléphone","High","High","Non","Pire","Oui","Satisfait","Ghana","Lybie","Masculin","36-65 ans",1,"Non",NA,132,"En nature","Micro Business","Bâtiment/construction","Moi uniquement","Individual",7000,"Non","Oui","1","Oui Négativement"
"JI","Par téléphone","High","Low","Non","Pire","Oui","Très satisfait","Ghana","Niger","Masculin","36-65 ans",0,"Non",NA,48,"En nature","Micro Business","Commerce","Moi uniquement","Individual",6735,"Non","Non",NA,"Oui Négativement"
"JI","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Ghana","Niger","Masculin","18-35 ans",0,"Non",NA,68,"En nature","Micro Business","Agriculture","Moi uniquement","Individual",6420,"Non","Non",NA,"Non"
"JI","Par téléphone","High","High","Non","Pire","Oui","Satisfait","Ghana","Lybie","Masculin","18-35 ans",3,"Non",NA,20,"En nature","Micro Business","Coiffure - Salon de beauté","Moi uniquement","Individual",9866,"Non","Non",NA,"Non"
"JI","Par téléphone","High","Low","Non","Pire","Oui","Satisfait","Ghana","Lybie","Masculin","18-35 ans",6,"Non",NA,20,"En nature","Micro Business","Commerce","Moi uniquement","Individual",9595,"Non","Non",NA,"Non"
"JI","Par téléphone","High","High","Non","Pire","Oui","Satisfait","Ghana","Lybie","Masculin","18-35 ans",2,"Non",NA,22,"En nature","Micro Business","Transport (Moto - Auto)","Moi uniquement","Individual",9500,"Non","Non",NA,"Non"
"JI","Par téléphone","High","High","Non","Pire","Oui","Satisfait","Ghana","Niger","Masculin","18-35 ans",0,"Non",NA,54,"En nature","Micro Business","Elevage","Moi uniquement","Individual",7200,"Non","Non",NA,"Oui Négativement"
"JI","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Ghana","Niger","Masculin","18-35 ans",0,"Non",NA,68,"En nature","Micro Business","Commerce","Moi uniquement","Individual",6499,"Non","Non",NA,"Non"
"JI","Par téléphone","High","Low","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","18-35 ans",7,"Oui",NA,32,"En nature","Micro Business","Commerce","Moi uniquement","Individual",9866,"Non","Non",NA,"Oui Négativement"
"JI","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36-65 ans",2,"Non",NA,88,"En nature","Micro Business","Commerce","Moi uniquement","Individual",8992,"Non","Non",NA,"Oui Négativement"
"JI","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-17 ans",2,"Non",NA,88,"En nature","Micro Business","Commerce","Moi uniquement","Individual",8992,"Non","Non",NA,"Oui Négativement"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36-65 ans",4,"Non",NA,120,"En nature","Micro Business","Couture","Moi uniquement","Individual",9500,"Non","Oui","4 et plus","Oui Négativement"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","Low","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","18-35 ans",3,"Non","Non spécifié",110,"En nature","Micro Business","Couture","Moi avec des migrants de retour","Collective",15900,"Non","Non",NA,"Oui Négativement"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","Low","Non","Pire","Oui","Satisfait","Ghana","Lybie","Masculin","18-35 ans",3,"Non","Non spécifié",110,"En nature","Micro Business","Couture","Moi avec des migrants de retour",NA,NA,"Non","Non",NA,"Oui Négativement"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Satisfait","Ghana","Lybie","Masculin","18-35 ans",4,"Non","Non spécifié",56,"En nature","Micro Business","Couture","Moi avec des migrants de retour","Collective",NA,"Non","Non",NA,"Oui Négativement"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","Low","Oui régulièrement","Mieux","Oui","Satisfait","Ghana","Lybie","Masculin","18-35 ans",3,"Non","Non spécifié",56,"En nature","Micro Business","Couture","Moi avec des migrants de retour","Collective",NA,"Non","Non",NA,"Oui Négativement"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","18-35 ans",3,"Non","Vocational training",48,"En nature","Micro Business","Commerce","Moi uniquement","Collective",8000,"Oui","Non",NA,"Oui Négativement"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","18-35 ans",2,"Non","Non spécifié",30,"En nature","Micro Business","Commerce","Moi uniquement","Collective",NA,"Non","Non",NA,"Oui Négativement"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36-65 ans",6,"Oui",NA,15,"En nature","Micro Business","Commerce","Moi uniquement","Individual",NA,"Non","Non",NA,"Oui Négativement"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Très satisfait","Ghana","Niger","Masculin","18-35 ans",2,"Non",NA,58,"En nature","Micro Business","Commerce","Moi uniquement","Individual",NA,"Non","Non",NA,"Oui Négativement"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Très satisfait","Ghana","Autre","Masculin","18-35 ans",2,"Non",NA,15,"En nature","Micro Business","Commerce","Moi uniquement","Individual",NA,"Non","Non",NA,"Oui Négativement"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","Low","Non","Pire","N/A (retour non volontaire)","Satisfait","Burkina Faso","Niger","Masculin","18-35 ans",2,"Oui",NA,40,"En nature","Micro Business","Elevage","Moi uniquement","Individual",225000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","High","Non","Pire","Oui","Satisfait","Ghana","Burkina Faso","Masculin","18-35 ans",3,"Non",NA,110,"En nature","Micro Business","Commerce","Moi uniquement","Individual",NA,"Non","Non",NA,"Oui Négativement"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Identique","N/A (retour non volontaire)","Satisfait","Burkina Faso","Niger","Masculin","18-35 ans",3,"Non",NA,52,"En nature","Micro Business","Commerce","Moi uniquement","Individual",250000,"Oui","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Féminin","36-65 ans",20,"Non",NA,56,"En nature","Micro Business","Commerce","Moi uniquement","Individual",NA,"Non","Non",NA,"Oui Négativement"
"JI","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","18-35 ans",3,"Non",NA,24,"En nature","Micro Business","Elevage","Moi uniquement","Individual",NA,"Non","Non",NA,"Oui Négativement"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Mieux","Oui","Très satisfait","Ghana","Algerie","Masculin","18-35 ans",2,"Non",NA,20,"En nature","Micro Business","Transport (Moto - Auto)","Moi uniquement","Individual",NA,"Non","Non",NA,"Oui Négativement"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","N/A (retour non volontaire)","Très satisfait","Burkina Faso","Niger","Masculin","18-35 ans",3,"Non",NA,73,"En nature","Micro Business","Agriculture","Moi uniquement","Individual",300000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","N/A (retour non volontaire)","OK","Burkina Faso","Maroc","Masculin","18-35 ans",4,"Non",NA,12,"En nature","Micro Business","Commerce","Moi uniquement","Individual",200000,"Non","Oui","1","Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Mieux","Oui","Très satisfait","Ghana","Lybie","Masculin","18-35 ans",2,"Non",NA,40,"En nature","Micro Business","Aviculture","Moi uniquement","Individual",NA,"Non","Non",NA,"Oui Négativement"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","18-35 ans",2,"Non",NA,30,"En nature","Micro Business","Transport (Moto - Auto)","Moi uniquement","Individual",NA,"Non","Non",NA,"Oui Négativement"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Mieux","Oui","Très satisfait","Ghana","Lybie","Masculin","18-35 ans",2,"Non",NA,22,"En nature","Micro Business","Bâtiment/construction","Moi uniquement","Individual",NA,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","Très satisfait","Burkina Faso","Algerie","Masculin","18-35 ans",5,"Non",NA,12,"En nature","Micro Business","Elevage","Moi uniquement","Individual",400000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Pas du tout satisfait","Burkina Faso","Niger","Masculin","18-35 ans",0,"Non",NA,12,"En nature","Micro Business","Commerce","Moi uniquement","Individual",380000,"Oui","Non",NA,"Non"
"JI","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36-65 ans",0,"Non",NA,152,"En nature","Micro Business","Commerce","Moi avec des migrants de retour","Collective",6000,"Non","Non",NA,"Oui Négativement"
"JI","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36-65 ans",0,"Non",NA,156,"En nature","Micro Business","Commerce","Moi avec des migrants de retour","Collective",6000,"Non","Non",NA,"Oui Négativement"
"JI","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","18-35 ans",0,"Non",NA,156,"En nature","Micro Business","Commerce","Moi avec des migrants de retour","Collective",6000,"Non","Non",NA,"Oui Négativement"
"JI","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","18-35 ans",1,"Non",NA,156,"En nature","Micro Business","Commerce","Moi avec des migrants de retour","Collective",6000,"Non","Non",NA,"Oui Négativement"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Satisfait","Ghana","Lybie","Masculin","18-35 ans",2,"Non",NA,110,"En nature","Micro Business","Commerce","Moi uniquement","Individual",NA,"Non","Oui","1","Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","18-35 ans",3,"Non","Vocational training",150,"En nature","Micro Business","Commerce","Moi uniquement","Individual",9500,"Oui","Non",NA,"Oui Négativement"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36-65 ans",2,"Oui",NA,30,"En nature","Micro Business","Commerce","Moi uniquement","Individual",NA,"Non","Oui","1","Oui Négativement"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","18-35 ans",1,"Non",NA,20,"En nature","Micro Business","Transport (Moto - Auto)","Moi uniquement","Individual",NA,"Non","Non",NA,"Oui Négativement"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","Satisfait","Ghana","Lybie","Masculin","18-35 ans",2,"Non",NA,100,"En nature","Micro Business","Commerce","Moi uniquement","Individual",NA,"Non","Non",NA,"Oui Négativement"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","18-35 ans",1,"Non","Business development/management training",80,"En nature","Micro Business","Bâtiment/construction","Moi uniquement","Individual",NA,"Non","Oui","1","Oui Négativement"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Très satisfait","Ghana","Niger","Masculin","36-65 ans",2,"Non","Non spécifié",10,"En nature","Micro Business","Commerce","Moi uniquement","Individual",NA,"Oui","Oui","1","Oui Négativement"
