"ID_1","InterviewDate","InterviewType","BusinessSuccess","BusinessProfitability","WouldMigrateAgain","SituationWithoutSupport","ReturningWasGoodDecision","SatisfiedWithReintegrationSupport","Country","CountryOfReturn","Gender","AgeGroup","MigrationDuration","ReceivedSupportAs","BusinessType","BusinessMembers","ReceivedIOMBusinessAdvice","BusinessHasEmployees","EmployeeNumber","CoronaImpactOnBusiness","FirstChoice","TrainingType","TrainingDuration","DateOfReturn","ReintegrationDate","ReturnToReintegration","AssistanceDuration"
"MA1019A3AB8D76FEE7","2021-06-09","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","14-35",3,"En espèces","Agriculture/aviculture","Moi uniquement","Non","Autre","1","Non","Oui","None",0,"2019/10/18 00:00:00","2021-03-18",517,83
"MA102043328ABFFCFF","2021-06-09","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","14-35",4,"En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2020/02/27 00:00:00","2021-03-25",392,76
"TN1019F97D6A415218","2021-06-10","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Autre","Masculin","14-35",5,"En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/03/09 00:00:00","2022-04-27",414,112
"NE1019X023995X1","2021-06-10","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","14-35",0,"En espèces","Transport","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2018/08/29 00:00:00","2021-05-19",994,22
"LY1018F74C3D2E8794","2021-06-10","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Lybie","Masculin","14-35",1,"En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2018/05/14 00:00:00","2021-05-19",1101,22
"MA1021001025","2021-06-10","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Féminin","36+",2,"En espèces","Autre","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/02/25 00:00:00","2021-05-19",83,22
"MA1020003607","2021-06-10","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Féminin","14-35",2,"En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2020/12/03 00:00:00","2021-03-17",104,85
"MA1020003605","2021-06-10","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Féminin","36+",2,"En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2020/12/03 00:00:00","2021-02-15",74,115
"NE1019X041410X1","2021-06-10","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","14-35",1,"En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2019/07/24 00:00:00","2021-04-01",617,70
"CH5017X031078X1","2021-06-10","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Lybie","Masculin","14-35",1,"En espèces","Agriculture/aviculture","Moi uniquement","Oui","Autre","1","Non","Oui","Other",1,"2017/11/22 00:00:00","2021-04-09",1234,62
"CH5017X032514","2021-06-12","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",5,"En nature","Commerce","Moi uniquement","Non","Autre","1","Non","Oui","None",0,"2017/11/29 00:00:00","2020-11-16",1083,208
"LY1020001600","2021-06-15","Par téléphone","High","Low","No","Pire","Oui","Satisfait","Ghana","Lybie","Masculin","14-35",7,"En nature","Autre","Moi uniquement","Non","Autre","1","Non","Oui","None",0,"2020/08/20 00:00:00","2021-03-10",202,97
"CH5019X030865X1","2021-06-15","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",1,"En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2019/09/13 00:00:00","2021-04-12",577,64
"NE1019X059476X1","2021-06-15","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Niger","Masculin","14-35",6,"En nature","Transport","Moi uniquement","Non","Autre","1","Non","Oui","None",0,"2019/07/31 00:00:00","2021-12-08",861,112
"CH5018X008553X1","2021-06-16","Par téléphone","High","High","No","Pire","Oui","Satisfait","Ghana","Lybie","Masculin","36+",1,"En nature","Autre","Moi uniquement","Non","Autre","1","Oui","Oui","None",0,"2018/03/13 00:00:00","2021-02-16",1071,120
"NE1020X007689","2021-06-16","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Ghana","Niger","Masculin","36+",0,"En nature","Autre","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2020/02/06 00:00:00","2021-04-23",442,54
"NE1019X061376","2021-06-16","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Niger","Masculin","14-35",0,"En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2019/08/22 00:00:00","2021-02-17",545,119
"LY1020004189","2021-06-16","Par téléphone","High","High","No","Pire","Oui","Satisfait","Ghana","Lybie","Masculin","14-35",3,"En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2020/08/20 00:00:00","2021-03-02",194,106
"LY1020004161","2021-06-16","Par téléphone","High","Low","No","Pire","Oui","Satisfait","Ghana","Lybie","Masculin","14-35",6,"En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2020/08/20 00:00:00","2021-03-03",195,105
"LY1020004169","2021-06-11","Par téléphone","High","High","No","Pire","Oui","Satisfait","Ghana","Lybie","Masculin","14-35",2,"En nature","Transport","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2020/08/20 00:00:00","2021-03-02",194,101
"NE1019X067174","2021-06-16","Par téléphone","High","High","No","Pire","Oui","Satisfait","Ghana","Niger","Masculin","14-35",0,"En nature","Elevage","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2019/10/16 00:00:00","2021-03-16",517,92
"NE1019X061385","2021-06-17","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Niger","Masculin","14-35",0,"En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2019/08/22 00:00:00","2021-04-12",599,66
"LY1020004285","2021-06-16","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",7,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2020/08/20 00:00:00","2021-03-02",194,106
"GH1020002277","2021-06-16","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36+",2,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2018/12/27 00:00:00","2020-11-19",693,209
"LY1018004510","2021-06-11","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",2,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2018/12/27 00:00:00","2020-11-19",693,204
"CH5018X008528","2021-06-14","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36+",4,"En nature","Autre","Moi uniquement","Non","Autre","1+","Oui","Oui","None",0,"2018/03/13 00:00:00","2021-04-15",1129,60
"CH5018X008527","2021-06-14","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",3,"En nature","Autre","Moi et d'autres","Non","Non","0","Oui","Oui","Other",1,"2018/03/13 00:00:00","2021-08-24",1260,112
"CH5018X008529","2021-06-14","Terrain/bureau OIM","High","Low","No","Pire","Oui","Satisfait","Ghana","Lybie","Masculin","14-35",3,"En nature","Autre","Moi et d'autres","Non","Non","0","Oui","Oui","Other",1,"2018/03/13 00:00:00","2019-08-08",513,676
"CH5018X012784","2021-06-14","Terrain/bureau OIM","High","High","No","Pire","Oui","Satisfait","Ghana","Lybie","Masculin","14-35",4,"En nature","Autre","Moi et d'autres","Non","Non","0","Oui","Oui","Other",1,"2018/05/15 00:00:00","2021-06-14",1126,0
"LY1018002863","2021-06-14","Terrain/bureau OIM","High","Low","Yes","Mieux","Oui","Satisfait","Ghana","Lybie","Masculin","14-35",3,"En nature","Autre","Moi et d'autres","Non","Non","0","Oui","Oui","Other",1,"2018/07/10 00:00:00","2021-06-14",1070,0
"CH5018X008610","2021-06-14","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",3,"En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Non","Other",1,"2018/03/13 00:00:00","2019-09-30",566,623
"LY1018002865","2021-06-14","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",2,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","Other",1,"2018/07/10 00:00:00","2019-09-30",447,623
"LY1020007467","2021-06-14","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36+",6,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2020/11/30 00:00:00","2021-03-29",119,77
"NE1019X059473","2021-06-14","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Niger","Masculin","14-35",2,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Non","None",0,"2019/07/31 00:00:00","2021-04-16",625,59
"NE1019X071192X1","2021-06-21","Terrain/bureau OIM","High","Low","No","Pire","N/A (retour non volontaire)","Satisfait","Burkina Faso","Niger","Masculin","14-35",2,"En nature","Elevage","Moi uniquement","Non","Non","0","Non","Non","None",0,"2019/11/06 00:00:00","2021-02-25",477,116
NA,"2021-06-15","Terrain/bureau OIM","Low","High","No","Pire","Oui","Satisfait","Ghana","Autre","Masculin","14-35",3,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Non","None",0,NA,NA,214,112
"NE1020X007032X1","2021-06-21","Terrain/bureau OIM","Low","Low","No","Identique","N/A (retour non volontaire)","Satisfait","Burkina Faso","Niger","Masculin","14-35",3,"En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui","None",0,"2020/02/04 00:00:00","2022-09-16",955,112
NA,"2021-06-15","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",3,"En nature","Elevage","Moi uniquement","Non","Non","0","Oui","Oui","None",0,NA,NA,214,112
"DZ1020002666","2021-06-16","Terrain/bureau OIM","High","High","No","Mieux","Oui","Très satisfait","Ghana","Algerie","Masculin","14-35",2,"En nature","Transport","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2020/12/17 00:00:00","2021-05-20",154,27
"NE1019X069873X1","2021-06-21","Terrain/bureau OIM","High","High","No","Pire","N/A (retour non volontaire)","Très satisfait","Burkina Faso","Niger","Masculin","14-35",3,"En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2019/10/28 00:00:00","2021-04-28",548,54
"MA1017CCFD17328EA8","2021-06-21","Terrain/bureau OIM","Low","Low","No","Pire","N/A (retour non volontaire)","OK","Burkina Faso","Autre","Masculin","14-35",4,"En nature","Commerce","Moi uniquement","Non","Autre","1","Non","Non","None",0,"2017/10/26 00:00:00","2021-04-29",1281,53
"LY1020006064","2021-06-16","Terrain/bureau OIM","High","High","No","Mieux","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",2,"En nature","Elevage","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2020/11/24 00:00:00","2021-06-16",204,0
"LY1020004331","2021-06-16","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",2,"En nature","Transport","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2020/08/20 00:00:00","2020-12-14",116,184
"LY1020004565","2021-06-16","Terrain/bureau OIM","High","High","No","Mieux","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",2,"En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2020/08/20 00:00:00","2021-03-02",194,106
"DZ102076F751B72C35","2021-06-21","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Burkina Faso","Algerie","Masculin","14-35",5,"En nature","Elevage","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2020/09/30 00:00:00","2021-02-25",148,116
"NE1019X078467X1","2021-06-21","Terrain/bureau OIM","High","High","No","Pire","Oui","Pas du tout satisfait","Burkina Faso","Niger","Masculin","14-35",0,"En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Non","None",0,"2019/12/18 00:00:00","2021-04-26",495,56
"CH5018X008567","2021-06-21","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36+",0,"En nature","Commerce","Moi et d'autres","Non","Non","0","Oui","Oui","None",0,"2018/03/13 00:00:00","2021-03-03",1086,110
"CH5017X032490","2021-06-21","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36+",0,"En nature","Commerce","Moi et d'autres","Non","Non","0","Oui","Oui","None",0,"2017/11/29 00:00:00","2021-03-03",1190,110
NA,"2021-06-21","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",0,"En nature","Commerce","Moi et d'autres","Non","Non","0","Oui","Oui","None",0,NA,NA,214,112
NA,"2021-06-21","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",1,"En nature","Commerce","Moi et d'autres","Non","Non","0","Oui","Oui","None",0,NA,NA,214,112
"LY1018004014","2021-06-16","Terrain/bureau OIM","High","High","No","Pire","Oui","Satisfait","Ghana","Lybie","Masculin","14-35",2,"En nature","Autre","Moi uniquement","Non","Autre","1","Non","Non","None",0,"2018/10/24 00:00:00","2021-02-02",832,134
"CH5017X019522","2021-06-16","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",3,"En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui","Other",0,"2017/07/27 00:00:00","2021-06-01",1405,15
"LY1020004605","2021-06-17","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36+",2,"En nature","Commerce","Moi uniquement","Non","Autre","1","Oui","Oui","None",0,"2020/08/20 00:00:00","2021-04-23",246,55
"LY1020004765","2021-06-17","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",1,"En nature","Transport","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2020/08/20 00:00:00","2021-04-23",246,55
"LY1017002312","2021-06-17","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Satisfait","Ghana","Lybie","Masculin","14-35",2,"En nature","Autre","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2017/09/15 00:00:00","2021-03-10",1272,99
"CH5018X008552","2021-06-17","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",1,"En nature","Autre","Moi uniquement","Non","Autre","1","Oui","Oui","Business/management",1,"2018/03/13 00:00:00","2021-04-19",1133,59
"NE1020X007670","2021-06-17","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Niger","Masculin","36+",2,"En nature","Autre","Moi uniquement","Oui","Autre","1","Oui","Oui","Other",1,"2020/02/06 00:00:00","2021-03-02",390,107
"NE1019X061391","2021-06-18","Terrain/bureau OIM","High","High","Yes","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",1,"En nature","Transport","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2019/08/22 00:00:00","2021-11-04",805,112
"NE1020X012500","2021-06-18","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Niger","Masculin","14-35",2,"En nature","Autre","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2020/03/04 00:00:00","2021-06-03",456,15
"GH1019E81466306CA3","2021-06-22","Terrain/bureau OIM","High","Low","No","Identique","Non","Très satisfait","Burkina Faso","Autre","Masculin","14-35",0,"En nature","Elevage","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2019/09/12 00:00:00","2021-02-25",532,117
"NE1019X075443X1","2021-06-22","Terrain/bureau OIM","Low","Low","No","Identique","N/A (retour non volontaire)","Satisfait","Burkina Faso","Niger","Masculin","14-35",0,"En nature","Commerce","Moi uniquement","Non","Autre","0","Non","Non","None",0,"2019/11/26 00:00:00","2021-04-26",517,57
"CH5018X035894X1","2021-06-22","Terrain/bureau OIM","Low","Low","No","Mieux","Oui","Satisfait","Burkina Faso","Lybie","Masculin","36+",5,"En espèces","Agriculture/aviculture","Moi uniquement","Oui","Autre","0","Non","Oui","Other",1,"2018/12/04 00:00:00","2021-04-26",874,57
"NE1019X060819X1","2021-06-22","Terrain/bureau OIM","Low","Low","No","Pire","N/A (retour non volontaire)","OK","Burkina Faso","Niger","Masculin","14-35",3,"En nature","Agriculture/aviculture","Moi uniquement","Non","Autre","0","Non","Oui","None",0,"2019/08/20 00:00:00","2021-04-26",615,57
"NE1019X069878X1","2021-06-22","Terrain/bureau OIM","High","Low","No","Identique","N/A (retour non volontaire)","Très satisfait","Burkina Faso","Niger","Masculin","14-35",2,"En nature","Elevage","Moi uniquement","Non","Non","0","Non","Non","None",0,"2019/10/28 00:00:00","2021-02-25",486,117
"NE1019X024609X1","2021-06-22","Terrain/bureau OIM","Low","Low","No","Identique","N/A (retour non volontaire)","OK","Burkina Faso","Niger","Masculin","14-35",2,"En nature","Agriculture/aviculture","Moi uniquement","Non","Autre","0","Non","Oui","None",0,"2018/09/13 00:00:00","2021-04-26",956,57
"NE1019X027868","2021-06-17","Par téléphone","High","Low","No","Pire","Oui","Satisfait","Ghana","Niger","Masculin","14-35",5,"En nature","Autre","Moi et d'autres","Non","Non","0","Oui","Oui","None",0,"2018/08/29 00:00:00","2020-03-12",561,462
"NE1020X001303X1","2021-06-23","Terrain/bureau OIM","Low","Low","No","Mieux","N/A (retour non volontaire)","Satisfait","Burkina Faso","Niger","Masculin","14-35",0,"En nature","Commerce","Moi uniquement","Non","Autre","0","Non","Non","None",0,"2020/01/14 00:00:00","2021-04-26",468,58
"NE1019X023807","2021-06-22","Par téléphone","High","Low","No","Ne sait pas","Oui","Satisfait","Ghana","Niger","Masculin","14-35",1,"En nature","Autre","Moi et d'autres","Non","Non","0","Oui","Oui","None",0,"2018/08/15 00:00:00","2020-03-12",575,467
"NE1019X032564X1","2021-06-23","Terrain/bureau OIM","Low","Low","No","Identique","N/A (retour non volontaire)","Satisfait","Burkina Faso","Niger","Masculin","14-35",2,"En nature","Elevage","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2019/04/16 00:00:00","2021-02-23",679,120
"NE1019X027876","2021-06-23","Par téléphone","High","High","No","Pire","Oui","Satisfait","Ghana","Niger","Masculin","14-35",1,"En nature","Autre","Moi et d'autres","Non","Non","0","Oui","Oui","None",0,"2018/08/29 00:00:00","2020-03-12",561,468
"NE1019X023844","2021-06-23","Par téléphone","High","High","No","Pire","Oui","Satisfait","Ghana","Niger","Masculin","36+",1,"En nature","Autre","Moi et d'autres","Non","Non","0","Oui","Oui","None",0,"2018/08/29 00:00:00","2020-03-12",561,468
"NE1019X073840X1","2021-06-23","Terrain/bureau OIM","Low","Low","No","Mieux","N/A (retour non volontaire)","Très satisfait","Burkina Faso","Niger","Masculin","14-35",2,"En nature","Agriculture/aviculture","Moi uniquement","Non","Autre","0","Non","Oui","None",0,"2019/11/19 00:00:00","2021-04-28",526,56
